"","col_id","title","pub_date","description","root_id","ds_id","n_files","downloads"
"102",102,"The Policy and Science for Health, Agriculture and Nutrition (PoSHAN) Study Data Archive",2019-04-23,"The Feed the Future Innovation Lab for Nutrition, with funding from the USAID, conducted a series of four annual surveys – The Policy and Science for Health, Agriculture and Nutrition (PoSHAN) Surveys – in Nepal from 2013-2016. The aim of the surveys was to assess nutritional status, diet and morbidity of preschool aged children and their mothers, and recently married, nulliparous women, and household food security, agricultural practices, participation in services and programs, among other factors, and examine associations between agricultural practices and food security, nutritional status, diet and health. The broader goal was guide policy and program interventions that may influence household food security, poverty, and the diets, health and nutrition of pre-school children and their mothers. The PoSHAN surveys were conducted in 21 sub-district units (Village Development Committees, VDCs), in 21 districts, 7 each across the Mountains, Hills and Terai (plains), sampled systematically following a random start. Within each VDC, 3 of 9 wards were systematically sampled, proportional to population size, for a total of 63 wards in the full sample. The PoSHAN surveys were conducted in the same season (~June-August) and wards every year. In addition, 1 VDC, representing an average of the 7 VDCs per zone was surveyed in two additional seasons al (sentinel) surveys to provide year-round agricultural, food security, dietary, nutritional status and other data. The first three were nationally representative (2013, 2014 and 2016) and one was conducted only in the Terai (2015) due to the 2015 Nepal earthquake which mainly affected the Hills and Mountains. This collection contains the cross-sectional datasets for each mid-year survey (2013, 2014 and 2016) and 4 seasonal surveys conducted from 2013 through 2015. For more information visit:http://pubs.sciepub.com/jfs/6/2/5/. (Link to Annual Surveys.) (Link to Seasonal Surveys.) Data files are formatted for STATA and include MS Excel and CSV formats. Data for potentially identifiable variables has been curated to protect participant anonymity for public access. Access to restricted data may be requested by contacting the Johns Hopkins study archive curator. Additional content details are available in the file set Metadata folder.","jhu","doi:10.7281/T1/EM61IB",5,241
"103",103,"The Policy and Science for Health, Agriculture and Nutrition (PoSHAN) Study Data Archive",2019-04-23,"The Feed the Future Innovation Lab for Nutrition, with funding from the USAID, conducted a series of four annual surveys – The Policy and Science for Health, Agriculture and Nutrition (PoSHAN) Surveys – in Nepal from 2013-2016. The aim of the surveys was to assess nutritional status, diet and morbidity of preschool aged children and their mothers, and recently married, nulliparous women, and household food security, agricultural practices, participation in services and programs, among other factors, and examine associations between agricultural practices and food security, nutritional status, diet and health. The broader goal was guide policy and program interventions that may influence household food security, poverty, and the diets, health and nutrition of pre-school children and their mothers. The PoSHAN surveys were conducted in 21 sub-district units (Village Development Committees, VDCs), in 21 districts, 7 each across the Mountains, Hills and Terai (plains), sampled systematically following a random start. Within each VDC, 3 of 9 wards were systematically sampled, proportional to population size, for a total of 63 wards in the full sample. The PoSHAN surveys were conducted in the same season (~June-August) and wards every year. In addition, 1 VDC, representing an average of the 7 VDCs per zone was surveyed in two additional seasons al (sentinel) surveys to provide year-round agricultural, food security, dietary, nutritional status and other data. The first three were nationally representative (2013, 2014 and 2016) and one was conducted only in the Terai (2015) due to the 2015 Nepal earthquake which mainly affected the Hills and Mountains. This collection contains the cross-sectional datasets for each mid-year survey (2013, 2014 and 2016) and 4 seasonal surveys conducted from 2013 through 2015. For more information visit:http://pubs.sciepub.com/jfs/6/2/5/. (Link to Annual Surveys.) (Link to Seasonal Surveys.) Data files are formatted for STATA and include MS Excel and CSV formats. Data for potentially identifiable variables has been curated to protect participant anonymity for public access. Access to restricted data may be requested by contacting the Johns Hopkins study archive curator. Additional content details are available in the file set Metadata folder.","jhu","doi:10.7281/T1/UMDMQK",5,279
"104",104,"Partnership for ICU Patient-Family Engagement Research (PIPER)",2019-04-16,"The Partnership for ICU Patient-Family Engagement Research (PIPER) , led by Alison E. Turnbull, DVM, MPH, PhD at Johns Hopkins University School of Medicine, is a multidisciplinary group of researchers, clinicians, ICU families, and survivors investigating ways to ensure that ICU patients and their families are appropriately engaged in decision-making about patient care. The PIPER data archive shares datasets associated with publications for the Proxy Activation Study and MOLST project.","jhu",NA,NA,NA
"105",105,"PIPER group - MOLST research",2019-04-16,"Data related to research on the Maryland Orders for Life-Sustaining Treatment form conducted by Alison Turnbull, DVM, MPH, PhD and the Partnership for ICU Patient-family Engagement Research (www.piperscience.org).","jhu","doi:10.7281/T1/LJZQPI",2,14
"106",106,"Dr. Sarah Preheim's Lab Publication Datasets",2019-11-20,"Data associated with research projects to understand factors that influence the microbiology of aquatic systems, as described in the Lab Research website http://preheimlab.johnshopkins.edu/","jhu","doi:10.7281/T1/K08BJZ",9,65
"107",107,"Dr. Sarah Preheim's Lab Publication Datasets",2019-11-20,"Data associated with research projects to understand factors that influence the microbiology of aquatic systems, as described in the Lab Research website http://preheimlab.johnshopkins.edu/","jhu","doi:10.7281/T1/NL3HTW",10,94
"108",108,"Dr. Sarah Preheim's Lab Publication Datasets",2019-11-20,"Data associated with research projects to understand factors that influence the microbiology of aquatic systems, as described in the Lab Research website http://preheimlab.johnshopkins.edu/","jhu","doi:10.7281/T1/ZPJZJC",4,10
"109",109,"Dr. Sarah Preheim's Lab Publication Datasets",2019-11-20,"Data associated with research projects to understand factors that influence the microbiology of aquatic systems, as described in the Lab Research website http://preheimlab.johnshopkins.edu/","jhu","doi:10.7281/T1/ZQZX80",6,37
"110",110,"Overuse of Healthcare Resources in Older Adults",2019-06-26,"Supplemental data supporting work of Dr. Jodi Segal with funding from the National Institute on Aging","jhu","doi:10.7281/T1/CLTDND",3,154
"111",111,"Overuse of Healthcare Resources in Older Adults",2019-06-26,"Supplemental data supporting work of Dr. Jodi Segal with funding from the National Institute on Aging","jhu","doi:10.7281/T1/EOPWE4",2,21
"112",112,"Overuse of Healthcare Resources in Older Adults",2019-06-26,"Supplemental data supporting work of Dr. Jodi Segal with funding from the National Institute on Aging","jhu","doi:10.7281/T1/YOFR1E",2,46
"113",113,"Professor Sheila West Research Group",2019-12-19,"Data associated with publications by Professor West's Research Group","jhu","doi:10.7281/T1/BIJBI6",1,30
"114",114,"PIPER group – communication research",2020-04-01,"This randomized trialed compared how the family members of people with advanced chronic obstructive pulmonary disease (COPD) requiring home oxygen interpreted prognostic statements make in video recordings of a senior intensivist. The primary outcome was recorded on a 0 – 100 scale. Secondary outcomes included difference in belief, and participant confidence in their ability to interpret the physician.","jhu","doi:10.7281/T1/VWQ4J3",2,33
"115",115,"Brain, Learning, Animation and Movement (BLAM) Laboratory Data Archive",2021-06-30,"Data and code associated with selected publications and projects from the BLAM Lab. The lab investigates problems in motor learning, motor control, and stroke rehabilitation. The lab is co-directed by Dr. John W. Krakauer, M.A., M.D. and Dr. Adrian M. Haith, Ph.D.","jhu","doi:10.7281/T1/87PH8T",4,86
"116",116,"Brain, Learning, Animation and Movement (BLAM) Laboratory Data Archive",2021-06-30,"Data and code associated with selected publications and projects from the BLAM Lab. The lab investigates problems in motor learning, motor control, and stroke rehabilitation. The lab is co-directed by Dr. John W. Krakauer, M.A., M.D. and Dr. Adrian M. Haith, Ph.D.","jhu","doi:10.7281/T1/FWDYPW",5,45
"117",117,"Brain, Learning, Animation and Movement (BLAM) Laboratory Data Archive",2021-06-30,"Data and code associated with selected publications and projects from the BLAM Lab. The lab investigates problems in motor learning, motor control, and stroke rehabilitation. The lab is co-directed by Dr. John W. Krakauer, M.A., M.D. and Dr. Adrian M. Haith, Ph.D.","jhu","doi:10.7281/T1/QQ77OB",6,47
"118",118,"Mullany LC Research Group",2020-01-08,"Datasets supporting publications and related projects by Dr. Luke C. Mullany and coauthors.","jhu",NA,NA,NA
"119",119,"Evidence-Based Education",2020-08-28,"The Center for Research and Reform in Education (CRRE) is a research center within the Johns Hopkins School of Education. Established in 2004, our major goal is to improve the quality of education for disadvantaged children in grades pre-K to 12 through high-quality research and evaluation studies and the dissemination of evidence-based research. This project contains data related to systematic reviews conducted by the team and disseminated through the BEE, Evidence for ESSA, and various academic conferences and journals.","jhu","doi:10.7281/T1/QA0SFN",3,77
"120",120,"Evidence-Based Education",2020-08-28,"The Center for Research and Reform in Education (CRRE) is a research center within the Johns Hopkins School of Education. Established in 2004, our major goal is to improve the quality of education for disadvantaged children in grades pre-K to 12 through high-quality research and evaluation studies and the dissemination of evidence-based research. This project contains data related to systematic reviews conducted by the team and disseminated through the BEE, Evidence for ESSA, and various academic conferences and journals.","jhu","doi:10.7281/T1/VDZAZY",4,77
"121",121,"Evidence-Based Education",2020-08-28,"The Center for Research and Reform in Education (CRRE) is a research center within the Johns Hopkins School of Education. Established in 2004, our major goal is to improve the quality of education for disadvantaged children in grades pre-K to 12 through high-quality research and evaluation studies and the dissemination of evidence-based research. This project contains data related to systematic reviews conducted by the team and disseminated through the BEE, Evidence for ESSA, and various academic conferences and journals.","jhu","doi:10.7281/T1/XOL4BR",4,5
"122",122,"Licensed Datasets for JHU Affiliates",2020-07-28,"Data sets in this collection are licensed for JHU affiliates only. JHU affiliates will need to log in with their JHED credentials for access. Access requirements may vary and will be noted in the item records. Please contact dataservices@jhu.edu with any questions.","jhu","doi:10.7281/T1/P69KYX",18,71
"123",123,"Earth System Modeling at Johns Hopkins",2020-08-28,"Output from Earth System Models run in Anand Gnanadesikan's group at Johns Hopkins, including studies of climate variability and coupled biological-physical interactions.","jhu","doi:10.7281/T1/AUBBJD",20,63
"124",124,"Earth System Modeling at Johns Hopkins",2020-08-28,"Output from Earth System Models run in Anand Gnanadesikan's group at Johns Hopkins, including studies of climate variability and coupled biological-physical interactions.","jhu","doi:10.7281/T1/BNSVVD",2,10
"125",125,"STOMP-TB study (Strategies for Treating, Observing, Managing and Preventing Tuberculosis)",2020-11-12,"This study (NIH R01 HL138728, PI David Dowdy) seeks to create a comprehensive snapshot of tuberculosis prevalence and transmission within a single community in Kampala, Uganda. Data include data from people diagnosed with TB through active, community-based case-finding in this community, from people diagnosed with TB through routine care in local health facilities, from TB-negative controls, and from the contacts of TB cases.","jhu","doi:10.7281/T1/7WS8AD",1,19
"126",126,"STOMP-TB study (Strategies for Treating, Observing, Managing and Preventing Tuberculosis)",2020-11-12,"This study (NIH R01 HL138728, PI David Dowdy) seeks to create a comprehensive snapshot of tuberculosis prevalence and transmission within a single community in Kampala, Uganda. Data include data from people diagnosed with TB through active, community-based case-finding in this community, from people diagnosed with TB through routine care in local health facilities, from TB-negative controls, and from the contacts of TB cases.","jhu","doi:10.7281/T1/VSW3JU",4,87
"127",127,"TB Modeling and Translational Epidemiology",2020-10-05,"This Dataverse contains data from studies related to the JHSPH TB Modeling and Translational Epidemiology group. Projects include studies of TB transmission, case detection, diagnosis, treatment, and prevention, primarily performed in Uganda and South Africa.","jhu","doi:10.7281/T1/W2AG3A",2,98
"128",128,"JiVitA Maternal and Child Health Research Project",2021-02-26,"The JiVitA Maternal and Child Health Research Project is one of the largest population health and nutrition intervention research organizations in South Asia, operating in an area of 435 sq km and population of >600,000 covering 18 rural unions in the District of Gaibandha in northwest Bangladesh. Started in 2000, JiVitA (derived from the Bangla word jibhitau = alive), is dedicated to assessing practical nutrition and health care interventions to reduce maternal, infant, childhood morbidity and mortality, and improve growth, health and development throughout adolescence into the reproductive years. The overarching goal of JiVitA is to guide public health policy in Bangladesh and South Asia with evidence. JiVitA is a Project of the Center for Human Nutrition in the Department of International Health of the Johns Hopkins University, registered with the Government of Bangladesh Non-Governmental Organization Affairs Bureau, Dhaka Bangladesh. Major funders include the Bill & Melinda Gates Foundation, USAID, USDA, the UBS Optimus Foundation, Johns & Johnson, the National Institutes of Health, the World Health Organization and Sight and Life Foundation/DSM. Corporate partners in research have included DSM, Beximco Ltd, Olympic Foods and Weigh and Measure LLC. In this dataverse, we will publish data associated with peer-reviewed papers. Data for potentially identifiable variables has been curated to protect participant anonymity for public access. Additional content details for each dataset are available in Metadata.","jhu","doi:10.7281/T1/CCC69H",1,18
"129",129,"Professor Michael Falk Research Group – Computational Materials Science Datasets",2021-10-01,"A repository for datasets arising from computational materials science research in the research group of Prof. Michael Falk. Funding for these projects has been supplied by the National Science Foundation and or the Department of Energy.","jhu","doi:10.7281/T1/HVRF8B",4,19
"130",130,"Access to Fertility Care",2021-09-03,"Datasets accompanying publications by Micajah McGarity, Department of Environmental Health and Engineering, Johns Hopkins University","jhu","doi:10.7281/T1/QXKY4B",4,65
"131",131,"Access to Fertility Care",2021-09-03,"Datasets accompanying publications by Micajah McGarity, Department of Environmental Health and Engineering, Johns Hopkins University","jhu","doi:10.7281/T1/XZ0CGJ",6,195
"132",132,"STURDY Randomized Clinical Trial",2022-03-02,"This dataverse contains de-identified data for the Study to Understand Fall Reduction and Vitamin D in You (STURDY) randomized response-adaptive clinical trial. This study has been registered on ClinicalTrials.gov, identifier NCT02166333. This Database includes a set of files pertaining to the full study population (688 randomized participants plus screenees who were not randomized) and a set of files pertaining to the burn-in cohort (the 406 participants randomized prior to the first adjustment of the randomization probabilities). The Database also includes files that support the analyses included in the primary outcome paper published by the Annals of Internal Medicine (2021;174:(2):145-156). Several STURDY documents, including the final versions of the screening and trial consent statements, the Protocol, and the Manual of Procedures, are included with this documentation notebook to assist with understanding and navigation of STURDY data. Notes on analysis questions and issues are also included, as is a list of STURDY publications.","jhu","doi:10.7281/T1/PXEROL",3,38
"133",133,"Algorithms, SAS code, and documentation supporting the Overuse of Healthcare",2021-09-09,"Algorithms, SAS code, and documentation supporting the Overuse Index. The Overuse Index was initially operationalized using Medicare data from 2008; it was later run in the IBM Marketscan data, and then subsequently modified and updated to ICD-10 codes and run in 100% Medicare data from 2016-2018. PI: Jodi Segal, MD, MPH. Johns Hopkins University","jhu","doi:10.7281/T1/DTCK4M",3,138
"134",134,"Computational Neuroscience Laboratory",2022-03-07,"Data and code related to projects in the Computational Neuroscience Laboratory at Johns Hopkins University, Zanvyl Krieger Mind/Brain Institute (PI: Ernst Niebur)","jhu","doi:10.7281/T1/7IXSOP",2,17
"135",135,"Computational Neuroscience Laboratory",2022-03-07,"Data and code related to projects in the Computational Neuroscience Laboratory at Johns Hopkins University, Zanvyl Krieger Mind/Brain Institute (PI: Ernst Niebur)","jhu","doi:10.7281/T1/HRK27V",17,148
"136",136,"Dr. Conor McMeniman’s Lab Publication Datasets (Johns Hopkins University) ",2023-04-21,"Data and code associated with publications published by the laboratory of Dr. Conor McMeniman.","jhu","doi:10.7281/T1/IVVFCM",144,167
"137",137,"Dr. Conor McMeniman’s Lab Publication Datasets (Johns Hopkins University) ",2023-04-21,"Data and code associated with publications published by the laboratory of Dr. Conor McMeniman.","jhu","doi:10.7281/T1/NTWJAR",15,15
"138",138,"Johns Hopkins Center for a Livable Future",2023-06-12,"The Center for a Livable Future (CLF) Center for a Livable Future (CLF)/ operates out of the Johns Hopkins Bloomberg School of Public Health, from the Department of Environmental Health and Engineering, and works towards building a healthier, more equitable and resilient food system.","jhu","doi:10.7281/T1/QUDBC6",6,263
"139",139,"Johns Hopkins Vestibular NeuroEngineering Laboratory",2023-04-04,"Data and code associated with the Vestibular Neuroengineering Laboratory at Johns Hopkins University (PI: Charles C Della Santina)","jhu","doi:10.7281/T1/C4RVLS",59,124
"140",140,"KanoldLab",2023-08-07,"Data from our group in the Biomedical Engineering Department and part of the Kavli Neuroscience Discovery Institute. We are a diverse and multidisciplinary group of scientists fascinated by the few pounds of matter between our ears. Visit us at https://kanoldlab.com","jhu","doi:10.7281/T1/J8UWFU",5,17
"141",141,"KanoldLab",2023-08-07,"Data from our group in the Biomedical Engineering Department and part of the Kavli Neuroscience Discovery Institute. We are a diverse and multidisciplinary group of scientists fascinated by the few pounds of matter between our ears. Visit us at https://kanoldlab.com","jhu","doi:10.7281/T1/ORP47N",17,32
"142",142,"KanoldLab",2023-08-07,"Data from our group in the Biomedical Engineering Department and part of the Kavli Neuroscience Discovery Institute. We are a diverse and multidisciplinary group of scientists fascinated by the few pounds of matter between our ears. Visit us at https://kanoldlab.com","jhu","doi:10.7281/T1/SMICE5",5,12
"143",143,"KanoldLab",2023-08-07,"Data from our group in the Biomedical Engineering Department and part of the Kavli Neuroscience Discovery Institute. We are a diverse and multidisciplinary group of scientists fascinated by the few pounds of matter between our ears. Visit us at https://kanoldlab.com","jhu","doi:10.7281/T1/VXGDYH",8,14
"144",144,"JHU Arroyo Laboratory Data Archive",2023-07-21,"Raw data, analyzed data, and final figure images for all Arroyo laboratory publications. Our laboratory develops biology-inspired electrochemical sensors that enable real-time, continuous measurements of a wide range of physiologically-important molecules in vivo.","jhu","doi:10.7281/T1/HW66X3",4,14
"145",145,"JHU Arroyo Laboratory Data Archive",2023-07-21,"Raw data, analyzed data, and final figure images for all Arroyo laboratory publications. Our laboratory develops biology-inspired electrochemical sensors that enable real-time, continuous measurements of a wide range of physiologically-important molecules in vivo.","jhu","doi:10.7281/T1/I0H3GY",12,23
"146",146,"JHU Arroyo Laboratory Data Archive",2023-07-21,"Raw data, analyzed data, and final figure images for all Arroyo laboratory publications. Our laboratory develops biology-inspired electrochemical sensors that enable real-time, continuous measurements of a wide range of physiologically-important molecules in vivo.","jhu","doi:10.7281/T1/RE5GOK",7,7
"147",147,"JHU Arroyo Laboratory Data Archive",2023-07-21,"Raw data, analyzed data, and final figure images for all Arroyo laboratory publications. Our laboratory develops biology-inspired electrochemical sensors that enable real-time, continuous measurements of a wide range of physiologically-important molecules in vivo.","jhu","doi:10.7281/T1/U5GUV3",22,34
"148",148,"Kolodkin Lab",2023-11-30,"The Kolodkin Lab at Johns Hopkins University School of Medicine, Department of Neuroscience Research in our laboratory is focused on understanding how neuronal connectivity is established during embryonic and postnatal development. We investigate the functions of guidance cues and their receptors in axon guidance, dendritic morphology, and synapse formation and function. Current projects investigate the origins of laminar organization in the CNS, including regulation of neurite stratification in the mouse retina, and also how retinal ganglion cell axons establish connections to retinorecipient targets in the brain: with a particular interest in direction-selective visual system circuits. In addition, we study cellular and molecular mechanisms that regulate laminar organization of neuronal processes in the mouse neocortex. See more at: https://www.kolodkinlab.com/","jhu",NA,NA,NA
"149",149,"Prof. Kevin Lewis Research Group Data Archive – Planetary Surfaces Datasets",2023-09-29,"This archive contains supplementary datasets related to a number of publications on the geology and geophysics of planetary surfaces, primarily the Moon and Mars.","jhu","doi:10.7281/T1/MYBQC7",13,31
"150",150,"Prof. Kevin Lewis Research Group Data Archive – Planetary Surfaces Datasets",2023-09-29,"This archive contains supplementary datasets related to a number of publications on the geology and geophysics of planetary surfaces, primarily the Moon and Mars.","jhu","doi:10.7281/T1/VNEEJB",25,25
"151",151,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/5QMDY6",10,23
"152",152,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/AVEV7M",12,92
"153",153,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/GTUUUG",19,0
"154",154,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/JDHWJN",9,0
"155",155,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/RTSGO0",4,29
"156",156,"JHU Woodson Laboratory Data Archive",2023-08-25,"Sarah Woodson laboratory in the Department of Biophysics, studying RNA folding, RNA-protein complexes, and RNA toxicity.","jhu","doi:10.7281/T1/YPUEQT",9,17
"157",157,"JHU CCVL (Computational Cognition, Vision, and Learning) Data Archive",2024-04-26,"The main goal of the CCVL (Computational Cognition, Vision, and Learning) research group is to develop mathematical models of vision and cognition. These models are intended primarily for designing artificial (computer) vision systems. Learning is required for extracting knowledge from data. Practical applications include vision for the disabled. These models also serve as computational models of biological vision which can be tested by behavioral methods and, in collaborative projects, with invasive, and non-invasive neuroscience techniques. We also study how humans and animals perform cognitive tasks such as learning and reasoning. In addition, we also use machine learning for interpreting medical images and studying brain function. See additional CCVL project datasets at https://ccvl.jhu.edu/datasets/. Alan Yuille, Bloomberg Distinguished Professor, Research Group Director.","jhu",NA,NA,NA
"158",158,"Atlás digital de México histórico/Digital Atlas of Historical Mexico ",2023-12-13,"Mexican geography has changed considerably over the past centuries. Whether looking at administrative organization, economic activity, infrastructure, or the environment, contemporary maps of the country cannot adequately represent historical places and spaces. This project collects historical GIS projects that seek to provide alternate means of visualizing and analyzing Mexican space using digital mapping. For more, see https://mx.digital/atlas/","jhu","doi:10.7281/T1/2QCZXM",11,2260
"159",159,"Atlás digital de México histórico/Digital Atlas of Historical Mexico ",2023-12-13,"Mexican geography has changed considerably over the past centuries. Whether looking at administrative organization, economic activity, infrastructure, or the environment, contemporary maps of the country cannot adequately represent historical places and spaces. This project collects historical GIS projects that seek to provide alternate means of visualizing and analyzing Mexican space using digital mapping. For more, see https://mx.digital/atlas/","jhu","doi:10.7281/T1/B1QTXI",5,1644
"160",160,"AbdomenAtlas",2024-04-26,"AbdomenAtlas is a fully annotated CT dataset, comprising 22,682 CT volumes that include per-voxel annotations for 149 anatomical structures and all types of tumors. This dataset has been sourced from 102 hospitals across 20 countries. AbdomentAtlas is a project of the CCVL (Computational Cognition, Vision, and Learning) research group, Johns Hopkins University. See additional CCVL project datasets at https://ccvl.jhu.edu/datasets/","jhu","doi:10.7281/T1/7ELIJW",18,144
"161",161,"Sedimentary Geobiology Group",2024-03-27,"The Sedimentary Geobiology Group is a multi-disciplinary group that studies how geochemical and morphological patterns in modern sedimentary systems capture information about ecological diversity (who is there?), biological activity (what are they doing?), and environmental conditions (how do they affect their surroundings and vice versa?). Insights from the modern are then used to interpret geochemical and morphological patterns in the geological record in order to explore the coupled evolution of life and the Earth surface environment.","jhu","doi:10.7281/T1/EHSEV2",4,9
"162",162,"Sedimentary Geobiology Group",2024-03-27,"The Sedimentary Geobiology Group is a multi-disciplinary group that studies how geochemical and morphological patterns in modern sedimentary systems capture information about ecological diversity (who is there?), biological activity (what are they doing?), and environmental conditions (how do they affect their surroundings and vice versa?). Insights from the modern are then used to interpret geochemical and morphological patterns in the geological record in order to explore the coupled evolution of life and the Earth surface environment.","jhu","doi:10.7281/T1/NU0VS7",8,16
"163",163,"Sedimentary Geobiology Group",2024-03-27,"The Sedimentary Geobiology Group is a multi-disciplinary group that studies how geochemical and morphological patterns in modern sedimentary systems capture information about ecological diversity (who is there?), biological activity (what are they doing?), and environmental conditions (how do they affect their surroundings and vice versa?). Insights from the modern are then used to interpret geochemical and morphological patterns in the geological record in order to explore the coupled evolution of life and the Earth surface environment.","jhu","doi:10.7281/T1/VNFY91",6,36
"164",164,"ARTIST Simulations",2024-07-19,"Codes include simulations used to predict reacted reporter kinetics and dose-response curve of IFN-O1-dART, reacted reporter kinetics, and dose-response curves of the comparator. Eqns S1, S2, are in the Supplementary Information Section 2.1, and Eqn S5 is in Section 2.2. Eqns S9, S10, S11 are in the Supplementary Information Section 6.2. LOD and Sensitivity analysis are in Supplementary Information Section 3. Codes were written and run using Jupyter Notebook.","jhu","doi:10.7281/T1/IRL0IE",4,17
"165",165,"Synthetic Biomolecular Machines Lab Dataverse",2024-05-20,"This Dataverse contains data from work from the Schulman laboratory at JHU associated with peer-reviewed research papers.","jhu","doi:10.7281/T1/A9NKJ7",8,80
"166",166,"Synthetic Biomolecular Machines Lab Dataverse",2024-05-20,"This Dataverse contains data from work from the Schulman laboratory at JHU associated with peer-reviewed research papers.","jhu","doi:10.7281/T1/CUEL0W",7,19
"167",167,"Synthetic Biomolecular Machines Lab Dataverse",2024-05-20,"This Dataverse contains data from work from the Schulman laboratory at JHU associated with peer-reviewed research papers.","jhu","doi:10.7281/T1/UBSZF1",2,20
"168",168,"Synthetic Biomolecular Machines Lab Dataverse",2024-05-20,"This Dataverse contains data from work from the Schulman laboratory at JHU associated with peer-reviewed research papers.","jhu","doi:10.7281/T1/V4BATB",15,16
"169",169,"Synthetic Biomolecular Machines Lab Dataverse",2024-05-20,"This Dataverse contains data from work from the Schulman laboratory at JHU associated with peer-reviewed research papers.","jhu","doi:10.7281/T1/WYN7FI",13,0
"170",170,"JHU Root Dataverse",2013-12-17,"This is the root dataverse for the JHU Installation","jhu",NA,NA,NA
