"","auth_ID","ru_ID","name","orcid"
"508",508,508,"Ndumele, Chiadi E.",NA
"509",509,509,"Needham, Dale M.",NA
"510",510,510,"Neitzel, Amanda","0000-0002-4676-9320"
"511",511,511,"Nelson, Lyle L.","0000-0002-3047-0172"
"512",512,512,"Neptune, Enid","0000-0002-9635-1272"
"513",513,513,"Nestadt, Paul","0000-0002-2479-703X"
"514",514,514,"Newgren, Matt",NA
"515",515,515,"Ngoy, Pascal",NA
"516",516,516,"Nie, Wanshu","0000-0003-3639-9570"
"517",517,517,"Niebur, Ernst","0000-0002-2815-9262"
"518",518,518,"Nihongaki, Yuta","0000-0002-9818-9344"
"519",519,519,"Ning, Xuejuan","0000-0002-8523-0483"
"520",520,520,"Noble, Madeline",NA
"521",521,521,"Norton, Julie M.",NA
"522",522,522,"Oakes, Allison H.",NA
"523",523,523,"Oh, Sean","0000-0003-1681-516X"
"524",524,524,"Oh, Seongshik",NA
"525",525,525,"Ohkubo, Saori",NA
"526",526,526,"Oppenheim, Ian M.","0000-0002-1643-8803"
"527",527,527,"Orthous-Daunay, François-Régis","0000-0002-1170-0550"
"528",528,528,"Osmanski, Michael S.","0000-0003-3458-9215"
"529",529,529,"Otake, Yoshito","0000-0003-1291-9316"
"530",530,530,"Outeda, Patricia",NA
"531",531,531,"Ouyang, Pamela","0000-0003-4925-9059"
"532",532,532,"Ozdogan, Mutlu",NA
"533",533,533,"O’Brien, Brett M.",NA
"534",534,534,"O’Brien, Jackson","0000-0002-5221-2107"
"535",535,535,"O’Meara, Katie",NA
"536",536,536,"Pacella, Michael",NA
"537",537,537,"Pakpoor, Jina",NA
"538",538,538,"Palinkas, Cindy M.","0000-0003-2740-8308"
"539",539,539,"Pally, Joel A.",NA
"540",540,540,"Panda, Sayak Subhra","0000-0001-9724-6725"
"541",541,541,"Park, Abigail",NA
"542",542,542,"Park, Lois A.",NA
"543",543,543,"Passey, Benjamin H.","0000-0002-3483-4148"
"544",544,544,"Patel, Anusha",NA
"545",545,545,"Patinet, Sylvain","0000-0002-1585-8275"
"546",546,546,"Paulette Clancy","0000-0002-0468-6420"
"547",547,547,"Pearson, Luwei",NA
"548",548,548,"Pekosz, Andrew","0000-0003-3248-1761"
"549",549,549,"Pellegrini, Marta","0000-0002-9806-3231"
"550",550,550,"Pellitero, Miguel A.","0000-0001-8739-2542"
"551",551,551,"Perin, Jamie L.","0000-0002-5482-6620"
"552",552,552,"Peters-Lidard, Christa D.","0000-0003-1255-2876"
"553",553,553,"Phua, Siew Cheng","0000-0002-6786-8117"
"554",554,554,"Pielage, Jan","0000-0002-5115-5884"
"555",555,555,"Pieterse, Lisa",NA
"556",556,556,"Pilgrim-Grayson, Catherine",NA
"557",557,557,"Plunkett, Evan",NA
"558",558,558,"Poonyagariyagorn, Hataya",NA
"559",559,559,"Post, Wendy S.","0000-0002-8655-5204"
"560",560,560,"Powell, Harrison",NA
"561",561,561,"Pradal, Marie-Aude","0000-0002-5301-9659"
"562",562,562,"Preheim, Sarah","0000-0001-7365-2382"
"563",563,563,"Ptashnik, Sarah",NA
"564",564,564,"Qiao, Hualin",NA
"565",565,565,"Qiu, Weichao",NA
"566",566,566,"Rabiee, Anahita","0000-0002-8833-3592"
"567",567,567,"Radke, Michael J.","0000-0002-4072-181X"
"568",568,568,"Ragen, Sarah","0000-0003-0987-6060"
"569",569,569,"Raj, Piyush","0000-0002-1488-9475"
"570",570,570,"Raji, Joshua","0000-0002-6447-6986"
"571",571,571,"Rand, Dannielle R.",NA
"572",572,572,"Rankin-Turner, Stephanie","0000-0001-5210-1709"
"573",573,573,"Rao, Anirudh",NA
"574",574,574,"Recalde, Cristina","0000-0003-3984-895X"
"575",575,575,"Reggiani, Henrique","0000-0001-6533-6179"
"576",576,576,"Regué Sendrós, Oriol",NA
"577",577,577,"Reich, Daniel H.","0000-0001-6313-9884"
"578",578,578,"Reiter, Jeremy F.",NA
"579",579,579,"Richardson, Molly B.",NA
"580",580,580,"Ricotta, Emily","0000-0001-9928-8275"
"581",581,581,"Ringlein, Grace",NA
"582",582,582,"Roberton, Timothy",NA
"583",583,583,"Roberts, Dale C.","0000-0003-4328-0199"
"584",584,584,"Robinson, Karen A.","0000-0003-1021-7820"
"585",585,585,"Robsky, Katherine","0000-0001-7789-5779"
"586",586,586,"Roca, Jorjethe","0000-0002-9793-0110"
"587",587,587,"Rodell, Matthew","0000-0003-0106-7437"
"588",588,588,"Rodgers, Margaret L.","0000-0002-8176-2044"
"589",589,589,"Roni, Muntasir",NA
"590",590,590,"Rothman, Richard",NA
"591",591,591,"Rouven, Ziegler L.","0000-0002-3050-7692"
"592",592,592,"Ruan, Dihui","0000-0001-8964-730X"
"593",593,593,"Russell, Thomas P.",NA
"594",594,594,"Sachithanandham, Jaiprasath","0000-0001-7086-2990"
"595",595,595,"Sacré, Pierre","0000-0002-7228-1628"
"596",596,596,"Sakowski, Eric G.",NA
"597",597,597,"Salehi, Maryam","0000-0002-2977-5040"
"598",598,598,"Salem, Ruwaida","0000-0003-3639-7831"
"599",599,599,"Sama, Denis Joel",NA
"600",600,600,"Sampson, Aaron","0000-0001-7973-1647"
"601",601,601,"Samuels, Jack","0000-0002-6715-7905"
"602",602,602,"San Soucie, John","0000-0001-8339-2510"
"603",603,603,"Sanchez, Ronald",NA
"604",604,604,"Sangho, Hamadou",NA
"605",605,605,"Sarma, Sridevi V.","0000-0002-4817-6625"
"606",606,606,"Sarni, Samantha H.","0000-0002-3002-819X"
"607",607,607,"Sauer, Lauren M.",NA
"608",608,608,"Savelli, Francesco","0000-0002-8588-0865"
"609",609,609,"Scalise, Dominic","0000-0001-8218-1797"
"610",610,610,"Schaffter, Samuel W.","0000-0002-7259-7374"
"611",611,611,"Schickel, Maureen",NA
"612",612,612,"Schlaufman, Kevin C.","0000-0001-5761-6779"
"613",613,613,"Schlegel, Philipp","0000-0002-5633-1314"
"614",614,614,"Schratz, Kristen E.",NA
"615",615,615,"Schulman, Rebecca","0000-0003-4555-3162"
"616",616,616,"Schulze, Kerry J.",NA
"617",617,617,"Schweitzer, Michael A.",NA
"618",618,618,"Scott, Anna A",NA
"619",619,619,"Scott, Richard K.","0000-0002-9113-2978"
"620",620,620,"Sebree, Joshua A.","0000-0001-9612-8532"
"621",621,621,"Secor, Maeve",NA
"622",622,622,"Sefati, Shahin",NA
"623",623,623,"Segal, Jodi B.","0000-0003-3978-9662"
"624",624,624,"Seifert-Ahanda, Kim",NA
"625",625,625,"Selinski, Joanne","0000-0003-2831-4389"
"626",626,626,"Sen, Aditi",NA
"627",627,627,"Serigano, Joseph","0000-0003-3849-5064"
"628",628,628,"Seviour, William J. M.","0000-0003-1622-0545"
"629",629,629,"Seward, Gareth G. E.",NA
"630",630,630,"Shaear, Mohammad","0000-0001-8688-115X"
"631",631,631,"Shah, Sanjiv J.","0000-0002-5655-8201"
"632",632,632,"Shaikh, Saijuddin","0000-0001-5095-1478"
"633",633,633,"Shapiro, Carl R.","0000-0002-9868-7896"
"634",634,634,"Shapiro, Jenna","0000-0003-2369-540X"
"635",635,635,"Sharma, Anirudh","0000-0001-7942-8998"
"636",636,636,"Sharma, Kavita",NA
"637",637,637,"Shaver, Alexander","0000-0002-5478-5291"
"638",638,638,"Shaw, Bryan",NA
"639",639,639,"Shaw-Saliba, Kathryn","0000-0002-4396-2432"
"640",640,640,"Shen, Yu-I",NA
"641",641,641,"Shepard, Grant","0009-0000-3215-8716"
"642",642,642,"Shi, Ruohong","0000-0001-9163-5607"
"643",643,643,"Shi, Wei",NA
"644",644,644,"Shilling-Scrivo, Kelson","0000-0003-2622-3459"
"645",645,645,"Shin, Y.K.",NA
"646",646,646,"Shrestha, Binod",NA
"647",647,647,"Shuler, Marshall","0000-0002-1927-0970"
"648",648,648,"Simane, Belay","0000-0002-8004-3486"
"649",649,649,"Simubali, Limonty",NA
"650",650,650,"Simulundu, Edgar","0000-0001-9423-0816"
"651",651,651,"Singh, Arun L.",NA
"652",652,652,"Slavin, Robert","0000-0003-3117-7477"
"653",653,653,"Smith, Emily F.",NA
"654",654,654,"Song, Jian","0009-0001-1248-9590"
"655",655,655,"Song, Yunjia","0000-0002-1216-0285"
"656",656,656,"Sow, Fatimata",NA
"657",657,657,"Speller, Cassidy M.",NA
"658",658,658,"St Clair, Laura A.","0000-0001-5913-2073"
"659",659,659,"Stamper, Sarah A.",NA
"660",660,660,"Stebe, Kathleen J.","0000-0003-0510-0513"
"661",661,661,"Steele, Kimberly E.","0000-0001-5096-6549"
"662",662,662,"Steenbergen, Charles",NA
"663",663,663,"Steinhardt, Laura","0000-0003-0540-9940"
"664",664,664,"Stevenson, Jennifer C.",NA
"665",665,665,"Stoerkel, Sophie",NA
"666",666,666,"Stuphorn, Veit","0000-0003-1117-9993"
"667",667,667,"Subramanya, Vinita","0000-0002-1059-0847"
"668",668,668,"Sullivan, David J.","0000-0003-0319-0578"
"669",669,669,"Sutton, Erin E.","0000-0003-3586-2383"
"670",670,670,"Sverjensky, Dimitri A.","0000-0003-3062-8053"
"671",671,671,"Swanson, Nicholas J.","0000-0002-5696-9967"
"672",672,672,"Tafesse, Mengistu",NA
"673",673,673,"Tam, Yvonne","0000-0003-4849-5084"
"674",674,674,"Tanwar, Swati","0000-0002-0430-1922"
"675",675,675,"Tao, Jessica J.",NA
"676",676,676,"Task, Darya","0000-0003-0166-3626"
"677",677,677,"Tauxe, Genevieve M.",NA
"678",678,678,"Taylor, André D.",NA
"679",679,679,"Taylor, Russell","0000-0001-6272-1100"
"680",680,680,"Teply, Melissa L.",NA
"681",681,681,"Thaddeus, Sereen",NA
"682",682,682,"Thang, Nguyen Nam",NA
"683",683,683,"Thielen, Peter","0000-0003-1807-2785"
"684",684,684,"Thomas, Jordan",NA
"685",685,685,"Thompson, Jacob",NA
"686",686,686,"Thon, Susanna M.","0000-0002-1003-2650"
"687",687,687,"Thorne-Lyman, Andrew L.","0000-0001-5917-4126"
"688",688,688,"Thuma, Philip E.",NA
"689",689,689,"Tibbels, Natalie","0000-0001-6848-1881"
"690",690,690,"Tielsch, James M.","0000-0002-1151-060X"
"691",691,691,"Tiendrebeogo, Adama",NA
"692",692,692,"Tiernan, Emma",NA
"693",693,693,"To, An","0000-0003-3170-2999"
"694",694,694,"Tobin, Mark J.","0000-0003-1862-0649"
"695",695,695,"Toso, Michael","0000-0002-7459-4978"
"696",696,696,"Tovar, John D.","0000-0002-9650-2210"
"697",697,697,"Trainer, Melissa G.","0000-0003-1106-8580"
"698",698,698,"Tran, Thao",NA
"699",699,699,"Tripp, Katherine W.","0000-0002-7278-708X"
"700",700,700,"Truitt, Rachel",NA
"701",701,701,"Truong, Thao T.",NA
"702",702,702,"Tsao, Joanna",NA
"703",703,703,"Tung, Monica",NA
"704",704,704,"Turnbull, Alison E.","0000-0002-1564-6547"
"705",705,705,"Turner, Madison","0000-0001-8061-8115"
"706",706,706,"Ullman, Natalie",NA
"707",707,707,"Unberath, Mathias","0000-0002-0055-9950"
"708",708,708,"Usher, Marius","0000-0001-8041-9060"
"709",709,709,"Uyanik, Ismail","0000-0002-3535-5616"
"710",710,710,"Vagvolgyi, Balazs P.","0000-0001-9835-5165"
"711",711,711,"Vaidya, Dhananjay","0000-0002-7164-1601"
"712",712,712,"Valenti, Jeff A.","0000-0003-3305-6281"
"713",713,713,"Van Durme, Benjamin",NA
"714",714,714,"Van Lith, Lynn",NA
"715",715,715,"Van Natta, Mark L.","0000-0002-3219-9451"
"716",716,716,"Varadhan, Ravi","0000-0002-8434-1034"
"717",717,717,"Vasher, Scott T.","0000-0002-6554-7803"
"718",718,718,"Victora, Cesar G.","0000-0002-2465-2180"
"719",719,719,"Viete, Daniel R.","0000-0001-5495-9370"
"720",720,720,"Villsbøll, Tina",NA
"721",721,721,"Vincent, Philippe F.Y.","0000-0001-7712-7198"
"722",722,722,"Vo, Elaine",NA
"723",723,723,"Vuitton, Véronique","0000-0001-7273-1898"
"724",724,724,"Vulpe, Alina","0000-0001-5385-3072"
"725",725,725,"Vyas, Siddhant",NA
"726",726,726,"Wadhawan, Amar R.",NA
"727",727,727,"Wagner, Justine","0000-0003-4647-0449"
"728",728,728,"Walston, Jeremy",NA
"729",729,729,"Wang, Feifei",NA
"730",730,730,"Wang, Geoffrey, M.",NA
"731",731,731,"Wang, Mengdi",NA
"732",732,732,"Wang, Mingxuan",NA
"733",733,733,"Wang, Shugong","0000-0001-8993-3226"
"734",734,734,"Wang, Suwei",NA
"735",735,735,"Wang, Xiaoqin","0000-0002-3999-0772"
"736",736,736,"Watnick, Terry",NA
"737",737,737,"Waugh, Darryn W.","0000-0001-7692-2798"
"738",738,738,"Weerasinghe, Anna",NA
"739",739,739,"Wei, Zhiliang","0000-0002-8477-2440"
"740",740,740,"Weingartner, Kyler A.",NA
"741",741,741,"Welling, Paul A.",NA
"742",742,742,"West Jr., Keith P.","0000-0001-9458-362X"
"743",743,743,"West, Sheila",NA
"744",744,744,"Westbrook, Reyhan",NA
"745",745,745,"Westerbeck, Jason",NA
"746",746,746,"White, Elise N.","0000-0002-1299-9646"
"747",747,747,"Wilkerson, Nicholas",NA
"748",748,748,"Williams, Michael T.","0000-0003-3302-4044"
"749",749,749,"Williford, Jonathan R.","0000-0002-9178-2647"
"750",750,750,"Wilson, Emily",NA
"751",751,751,"Wilson, Lisa M.","0000-0002-1729-0863"
"752",752,752,"Wilusz, D.C.",NA
"753",753,753,"Witcoff, Alison",NA
"754",754,754,"Wohlgemuth, Melville J","0000-0003-4779-4154"
"755",755,755,"Wolf, Risa M.",NA
"756",756,756,"Wolfe, Travis","0000-0002-6045-9302"
"757",757,757,"Wolters, Cédric","0000-0002-9710-4740"
"758",758,758,"Wondmagegn, Wudyalew",NA
"759",759,759,"Wong, G. William","0000-0002-5286-6506"
"760",760,760,"Woodson, Sarah A.","0000-0003-0170-1987"
"761",761,761,"Woodward, Owen M.",NA
"762",762,762,"Wouters, Camille","0009-0001-1784-642X"
"763",763,763,"Wright, Kelly",NA
"764",764,764,"Wrzesien, Melissa L.","0000-0003-4958-9234"
"765",765,765,"Wu, Jinling",NA
"766",766,766,"Wu, Lee S.-F.",NA
"767",767,767,"Wu, Liang","0000-0003-1696-7809"
"768",768,768,"Wu, Yao","0000-0003-1296-6569"
"769",769,769,"Wyngaard, Aurelien",NA
"770",770,770,"Wysocki, Vicki H.","0000-0003-0495-2538"
"771",771,771,"Xia, Meng",NA
"772",772,772,"Xie, Tian",NA
"773",773,773,"Xu, Jiadi","0000-0001-9698-5622"
"774",774,774,"Yang, Chun-Ting","0000-0002-7667-244X"
"775",775,775,"Yang, Huang","0000-0002-5693-0392"
"776",776,776,"Yared, Dominic G.",NA
"777",777,777,"Yee, Derek",NA
"778",778,778,"Yee, Jane",NA
"779",779,779,"Yee, Rebecca",NA
"780",780,780,"Yeh, Alexander J.",NA
"781",781,781,"Yelle, Roger V.","0000-0002-2587-9539"
"782",782,782,"Yin, Anna","0000-0002-1612-5532"
"783",783,783,"Ying, Wendy",NA
"784",784,784,"Yu, Junsheng","0000-0002-7484-8114"
"785",785,785,"Yu, Xinting","0000-0002-7479-1437"
"786",786,786,"Yuan, Xiaoding",NA
"787",787,787,"Yuille, Alan L.","0000-0001-5207-9249"
"788",788,788,"Zaeh, Sandra E.","0000-0002-5091-1975"
"789",789,789,"Zaitchik, Ben","0000-0002-0698-0658"
"790",790,790,"Zamora, Ryan A.",NA
"791",791,791,"Zapata-Mercado, Elmer","0000-0002-9766-8124"
"792",792,792,"Zha, Yuanting","0000-0001-7077-1167"
"793",793,793,"Zhang, Hao",NA
"794",794,794,"Zhang, Qingyang","0000-0003-0500-5655"
"795",795,795,"Zhang, Yue","0000-0002-3313-6030"
"796",796,796,"Zhao, Di","0000-0002-9978-6773"
"797",797,797,"Zhao, Xingang","0000-0001-5852-9757"
"798",798,798,"Zhong, Zhizhi",NA
"799",799,799,"Zhou, Jiawang","0000-0002-2399-0030"
"800",800,800,"Zhou, Yifan",NA
"801",801,801,"Zhou, Zongwei",NA
"802",802,802,"Zhuang, Tengteng","0000-0003-3940-4216"
"803",803,803,"Zimmet, Amanda M.","0000-0003-1457-3072"
"804",804,804,"deFilippi, Christopher R.","0000-0002-0660-4943"
"805",805,805,"van Boetzelaer, Elburg W","0000-0002-1168-8491"
"806",806,806,"von der Heydt, Rüdiger","0000-0002-8741-813X"
