"","auth_id","name","reg_id"
"570","0000-0002-3190-2475","Katz, Howard E.",NA
"571","0000-0002-3190-2475","Katz, Howard E.",NA
"572","0000-0002-0468-6420","Katz, Howard E.",NA
"573","0000-0002-3190-2475","Katz, Howard E.",NA
"574","248","Katz, Howard E.",NA
"575","0000-0002-3190-2475","Katz, Howard E.",NA
"576","249","Katz, Howard E.",NA
"577","0000-0002-3190-2475","Katz, Howard E.",NA
"578","0000-0002-3190-2475","Katz, Howard E.",NA
"579","0000-0002-3190-2475","Katz, Howard E.",NA
"580","0000-0002-3190-2475","Katz, Howard E.",NA
"581","0000-0002-3190-2475","Katz, Howard E.",NA
"582","0000-0002-3190-2475","Katz, Howard E.",NA
"583","0000-0002-3190-2475","Katz, Howard E.",NA
"584","0000-0002-3190-2475","Katz, Howard E.",NA
"585","250","Katz, Howard E.",NA
"586","0000-0002-3190-2475","Katz, Howard E.",NA
"587","0000-0002-3190-2475","Katz, Howard E.",NA
"588","0000-0002-3190-2475","Katz, Howard E.",NA
"589","0000-0002-3190-2475","Katz, Howard E.",NA
"590","0000-0002-3190-2475","Katz, Howard E.",NA
"591","0000-0002-3190-2475","Katz, Howard E.",NA
"592","0000-0002-3190-2475","Katz, Howard E.",NA
"593","0000-0001-8739-2542","Katz, Howard E.",NA
"594","0000-0002-3190-2475","Katz, Howard E.",NA
"595","0000-0002-3190-2475","Katz, Howard E.",NA
"596","0000-0002-3190-2475","Katz, Howard E.",NA
"597","0000-0002-3190-2475","Katz, Howard E.",NA
"598","0000-0002-5997-7823","Katz, Joanne",NA
"599","251","Kavran, Jennifer M.",NA
"600","252","Ke, Suqi",NA
"601","253","Keita, Maningbe",NA
"602","254","Kelley, Christopher S.",NA
"603","0000-0002-1337-9051","Kempton, Eliza M.-R.",NA
"604","0000-0002-0083-422X","Kendall, Emily A.",NA
"605","0000-0002-0083-422X","Kendall, Emily A.",NA
"606","0000-0002-2273-8263","Kenney, William F.",NA
"607","255","Khatry, Subarna K.",NA
"608","0000-0001-5854-8886","Khetan, Sudhir",NA
"609","256","Kidanu, Aklilu",NA
"610","0000-0003-2511-7929","Killeen, Benjamin",NA
"611","257","Kim, Daisy",NA
"612","0000-0002-5659-1394","Kim, Dongchul",NA
"613","258","Kim, Grace E.",NA
"614","259","Kim, Yang-Sook",NA
"615","260","Kirby, Harper L.",NA
"616","0000-0001-5002-2863","Kita, Kahori",NA
"617","0000-0003-2971-216X","Kitonsa, Peter J.",NA
"618","0000-0003-2971-216X","Kitonsa, Peter J.",NA
"619","261","Klausen, Rebekka S.",NA
"620","262","Klausen, Rebekka S.",NA
"621","263","Klein, Eili Y.",NA
"622","264","Klein, Sabra L.",NA
"623","265","Klemm, Rolf",NA
"624","0000-0002-1796-2930","Knierim, James J.",NA
"625","0000-0002-2495-5034","Knop, Filip K.",NA
"626","0000-0002-0516-6945","Koehler, Kirsten",NA
"627","0000-0001-8960-4297","Koenker, Hannah",NA
"628","266","Koffi, Alain",NA
"629","267","Koirala, Nikesh",NA
"630","0000-0001-7562-5513","Kolodkin, Alex L.",NA
"631","268","Konapala, Goutam",NA
"632","0000-0002-6623-493X","Korangath, Preethi",NA
"633","0000-0002-6623-493X","Korangath, Preethi",NA
"634","0000-0001-8537-4471","Koropouli, Eleftheria",NA
"635","0000-0002-9146-4403","Kortylewski, Adam",NA
"636","269","Koskinen, Tommi",NA
"637","270","Koskinen, Tommi T.",NA
"638","0000-0001-5543-6459","Kothari, Ninad B",NA
"639","271","Kouadio Ngnanda, Anne M.",NA
"640","272","Kouadio, Anne Marie",NA
"641","273","Kra, Walter",NA
"642","274","Kra, Walter",NA
"643","275","Kraemer, David",NA
"644","276","Krasnow, Janice",NA
"645","0000-0002-7504-9162","Krummey, Scott M.",NA
"646","0000-0001-8797-9482","Kumar, Sujay V.",NA
"647","0000-0001-8797-9482","Kumar, Sujay V.",NA
"648","0000-0001-8797-9482","Kumar, Sujay V.",NA
"649","0000-0001-8797-9482","Kumar, Sujay V.",NA
"650","0000-0001-8797-9482","Kumar, Sujay V.",NA
"651","277","Kusuma, Sravanti",NA
"652","0000-0003-0470-0138","LaPenna, Kyle B.",NA
"653","0000-0003-2502-7819","Labrique, Alain B.",NA
"654","278","Lake, Cynthia",NA
"655","0000-0001-6054-4075","Lama, Tsering P.",NA
"656","0000-0003-2948-9818","Lamberty, Zachary D.",NA
"657","0000-0003-0383-1830","Lamperski, Andrew",NA
"658","279","Larman, H. Benjamin",NA
"659","280","Lashkari, Shahin G.",NA
"660","281","Ledoux, Kerry",NA
"661","0000-0001-8176-9759","Lee,  Taein D.",NA
"662","282","Lee, Emma M.",NA
"663","0000-0001-5129-5740","Lee, Heonjoon",NA
"664","0000-0001-8176-9759","Lee, Taein",NA
"665","0000-0001-8176-9759","Lee, Taein",NA
"666","0000-0001-8176-9759","Lee, Taein",NA
"667","0000-0001-8176-9759","Lee, Taein",NA
"668","0000-0001-8176-9759","Lee, Taein",NA
"669","0000-0001-8176-9759","Lee, Taein",NA
"670","0000-0001-8176-9759","Lee, Taein",NA
"671","0000-0001-8176-9759","Lee, Taein",NA
"672","0000-0001-8176-9759","Lee, Taein",NA
"673","0000-0001-8176-9759","Lee, Taein",NA
"674","0000-0001-8176-9759","Lee, Taein D.",NA
"675","0000-0001-8176-9759","Lee, Taein D.",NA
"676","283","Lee, Yoon Kyong",NA
"677","0000-0003-2293-7278","Lefer, David",NA
"678","0000-0001-5086-0744","Legesse, Hailemariam",NA
"679","0000-0003-4290-7762","Levy, Dino",NA
"680","284","Lewicky, Nan",NA
"681","0000-0003-3412-803X","Lewis, Kevin",NA
"682","0000-0003-3412-803X","Lewis, Kevin W.",NA
"683","0000-0002-8507-1304","Lewis, Nikole K.",NA
"684","0000-0002-3055-4202","Li, Brian Y.",NA
"685","0000-0003-1119-2792","Li, Hantian",NA
"686","0000-0002-7332-7122","Li, Hongjie",NA
"687","0000-0002-3826-0735","Li, Hui",NA
"688","0000-0002-3826-0735","Li, Hui",NA
"689","285","Li, Hui",NA
"690","286","Li, Hui",NA
"691","287","Li, Hui",NA
"692","288","Li, Lulin",NA
"693","289","Li, Lulin",NA
"694","290","Li, Wenxuan",NA
"695","291","Li, Xintong",NA
"696","0000-0001-7916-0741","Li, Yi",NA
"697","292","Li, Yizeng",NA
"698","293","Li, Yuguo",NA
"699","294","Li, Zizhang",NA
"700","295","Liang, Junhao",NA
"701","0000-0003-1696-7809","Liang, Wu",NA
"702","296","Lim, Dukin",NA
"703","297","Lima, Joao A.",NA
"704","0000-0001-9679-4287","Lin, Chun-Chieh",NA
"705","0000-0002-0806-7643","Liu, Hsuan",NA
"706","0000-0002-0806-7643","Liu, Hsuan",NA
"707","0000-0002-0806-7643","Liu, Hsuan",NA
"708","298","Liu, Jie",NA
"709","299","Liu, Melody",NA
"710","0000-0002-3789-594X","Liu, Pang-Wei",NA
"711","0000-0002-3789-594X","Liu, Pang-Wei",NA
"712","300","Liu, Qihao",NA
"713","301","Liu, Qing",NA
"714","302","Liu, Yixin",NA
"715","0000-0001-7728-5460","Livi, Kenneth J.T.",NA
"716","0000-0001-9891-4801","Locke, Kim A.",NA
"717","303","Long, Andrew",NA
"718","304","Lonsdale, Mary C.",NA
"719","0000-0002-9370-9160","Loomis, Bryant D.",NA
"720","0000-0002-9236-587X","Lorah, Michelle M.",NA
"721","305","Lou, Yuan",NA
"722","0009-0008-1599-3419","Lowetz, Christopher",NA
"723","306","Lu, Chengchangfeng",NA
"724","0000-0003-3871-1564","Lu, Hanzhang",NA
"725","0000-0002-2757-5395","Luo, Yue",NA
"726","0000-0003-4244-5844","Lurtz, Casey Marina",NA
"727","0000-0003-4244-5844","Lurtz, Casey Marina",NA
"728","0000-0002-8574-7271","Luthra, Aman",NA
"729","307","Ma, Zexu",NA
"730","308","MacDonald, Lauren",NA
"731","0000-0002-0061-2715","Madan, Deepa",NA
"732","0000-0001-5317-8492","Madhav, Manu S.",NA
"733","0000-0001-5317-8492","Madhav, Manu S.",NA
"734","309","Magnuson, Thomas M.",NA
"735","310","Mahanama, Sarith P.",NA
"736","0000-0001-8482-7897","Malecka-Grajek, Ewelina",NA
"737","311","Malinina, Alla",NA
"738","0000-0002-7523-1589","Malkin,  Sairah",NA
"739","0000-0002-7523-1589","Malkin, Sairah Y.",NA
"740","312","Mallalieu, Elizabeth C.",NA
"741","0000-0003-0724-7826","Mallalieu, Elizabeth C.",NA
"742","0000-0003-4042-8952","Manohar, Swetha",NA
"743","313","Marinho, Paula",NA
"744","0000-0002-5251-2943","Marley, Mark S.",NA
"745","0000-0002-4341-0064","Marlin-Bennett, Renée",NA
"746","314","Marra, Steven",NA
"747","315","Marsh, Andrew",NA
"748","316","Marsh, Melinda J.",NA
"749","317","Marton, Tanya",NA
"750","318","Mathur, Deepti",NA
"751","319","Maxwell, R.M.",NA
"752","320","May, K. Patrick",NA
"753","0000-0001-8745-4272","Mayarambakam, Sasikumar",NA
"754","0000-0002-0475-1106","Maïga, Abdoulaye",NA
"755","0000-0001-8482-7897","Małecka, Ewelina M.",NA
"756","0000-0001-8846-0615","Mburu, Monicah M.",NA
"757","321","McArthur, Benjamin",NA
"758","322","McArthur, Benjamin A.",NA
"759","0000-0001-5601-1583","McArthur, Kristen",NA
"760","0000-0003-0615-146X","McCoy, Rajiv C",NA
"761","0000-0002-0525-4582","McDonnell, Rachael",NA
"762","0000-0001-7323-0526","McGarity, Micajah Z.",NA
"763","0000-0001-7323-0526","McGarity, Micajah Z.",NA
"764","323","McGuiggan, Patricia",NA
"765","324","McGuiggan, Patricia",NA
"766","325","McGuiggan, Patricia",NA
"767","326","McGuiggan, Patricia",NA
"768","327","McGuiggan, Patty",NA
"769","328","McGuiggan, Patty",NA
"770","0000-0001-8502-8712","McMeniman, Conor",NA
"771","0000-0001-8502-8712","McMeniman, Conor J.",NA
"772","329","Mehoke, Thomas",NA
"773","0000-0003-1936-7219","Mejías, Rebeca",NA
"774","0000-0003-0227-2272","Mekonnen, Yared",NA
"775","0009-0001-8395-8278","Melvin, Sophia J.",NA
"776","330","Men, Silu",NA
"777","0000-0001-6947-3605","Meneveau, Charles",NA
"778","0000-0001-8163-094","Menuz, Karen",NA
"779","0000-0002-9598-2996","Menzel, Molly E.",NA
"780","0000-0002-5593-8210","Merlis, Timothy M.",NA
"781","0000-0002-2828-4397","Meyers, Johan",NA
"782","0000-0002-5547-5084","Michos, Erin D.",NA
"783","0000-0002-5547-5084","Michos, Erin D.",NA
"784","331","Michos, Erin D.",NA
"785","332","Miller III, Edgar R.",NA
"786","333","Miller, Jeremiah",NA
"787","334","Miller, Nathan P.",NA
"788","335","Ming, Chen",NA
"789","0000-0002-6455-4075","Mishra, Sumita",NA
"790","0000-0001-6738-5556","Mittelstadt, Jonah",NA
"791","0000-0001-6738-5556","Mittelstadt, Jonah K.",NA
"792","336","Mladenova, Iliana E.",NA
"793","337","Mleme, Tiope",NA
"794","338","Mleme, Tiope",NA
"795","339","Moats, Michelle",NA
"796","0000-0001-8688-5708","Mocko, David M.",NA
"797","340","Mohammed, Adbul M.",NA
"798","0000-0002-5546-9610","Moore, Joel",NA
"799","0000-0002-6721-3284","Moran, Sarah E.",NA
"800","0000-0002-6721-3284","Moran, Sarah E.",NA
"801","0000-0003-2198-1381","Morgan, Stephen L.",NA
"802","341","Morley, Caroline V.",NA
"803","342","Morris, Paul",NA
"804","343","Morris, Shaina",NA
"805","0000-0002-8837-0035","Moses, Julianne I.",NA
"806","0000-0001-6916-0000","Moss, Cynthia F",NA
"807","344","Mostafa, Heba H.",NA
"808","345","Mostafa, Heba H.",NA
"809","346","Mould, Andrew",NA
"810","0000-0001-7041-7387","Moulton, Lawrence H.",NA
"811","347","Moura, Matthew E.",NA
"812","348","Mu, Jiteng",NA
"813","349","Mueller, Timothy",NA
"814","350","Mukherjee, Sudipta",NA
"815","0000-0002-8053-9668","Mukhopadhyay, Tushita",NA
"816","0000-0002-8053-9668","Mukhopadhyay, Tushita",NA
"817","351","Mukhopadhyaya, Tushita",NA
"818","0000-0002-8053-9668","Mukhopadhyaya, Tushita",NA
"819","0000-0002-8053-9668","Mukhopadhyaya, Tushita",NA
"820","0000-0002-8053-9668","Mukhopadhyaya, Tushita",NA
"821","0000-0002-8053-9668","Mukhopadhyaya, Tushita",NA
"822","352","Mukhopadhyaya, Tushita",NA
"823","353","Mukiibi, James",NA
"824","354","Mukiibi, James",NA
"825","0000-0003-4668-9803","Mullany, Luke C",NA
"826","0000-0003-4668-9803","Mullany, Luke C.",NA
"827","0000-0002-1349-8026","Munos, Melinda",NA
"828","0000-0002-1349-8026","Munos, Melinda",NA
"829","355","Munoz, Beatriz",NA
"830","356","Munthali, Spy",NA
"831","357","Murphy, Ryan",NA
"832","0000-0003-3065-7700","Murphy, Ryan J.",NA
"833","358","Murphy, Terence M.",NA
"834","359","Murugan, Arvind",NA
"835","360","Muschelli, John",NA
"836","361","Mwaikambo, Lisa",NA
"837","362","Nakasolya, Olga",NA
"838","363","Nakasolya, Olga",NA
"839","0000-0003-3903-303X","Nalutaaya, Annet",NA
"840","0000-0003-3903-303X","Nalutaaya, Annet",NA
"841","0000-0001-5825-4431","Nataf, David M.",NA
"842","364","Naugle, Danielle",NA
"843","365","Naugle, Danielle",NA
"844","366","Naugle, Danielle A.",NA
"845","0000-0002-6032-5611","Navab, Nassir",NA
"846","0000-0003-0332-4580","Navari, Mahdi",NA
"847","367","Ndumele, Chiadi E.",NA
"848","368","Ndumele, Chiadi E.",NA
"849","369","Needham, Dale M.",NA
"850","370","Needham, Dale M.",NA
"851","371","Needham, Dale M.",NA
"852","0000-0002-4676-9320","Neitzel, Amanda",NA
"853","0000-0002-4676-9320","Neitzel, Amanda J.",NA
"854","0000-0002-4676-9320","Neitzel, Amanda J.",NA
"855","372","Nelson, Lyle L.",NA
"856","0000-0002-3047-0172","Nelson, Wendy R.",NA
"857","0000-0002-9635-1272","Neptune, Enid",NA
"858","0000-0001-9461-5249","Nestadt, Gerald",NA
"859","0000-0002-2479-703X","Nestadt, Paul",NA
"860","373","Newgren, Matt",NA
"861","374","Ngoy, Pascal",NA
"862","375","Nie, Wanshu",NA
"863","0000-0003-3639-9570","Nie, Wanshu",NA
"864","0000-0003-3639-9570","Nie, Wanshu",NA
"865","0000-0003-3639-9570","Nie, Wanshu",NA
"866","0000-0003-3639-9570","Nie, Wanshu",NA
"867","0000-0003-3639-9570","Nie, Wanshu",NA
"868","376","Niebur, Ernst",NA
"869","0000-0002-2815-9262","Niebur, Ernst",NA
"870","0000-0002-9818-9344","Nihongaki, Yuta",NA
"871","0000-0002-8523-0483","Ning, Xuejuan",NA
"872","377","Noble, Madeline",NA
"873","378","Norton, Julie M.",NA
"874","379","O'Brien, Brett M.",NA
"875","380","Oakes, Allison H.",NA
"876","0000-0003-1681-516X","Oh, Sean",NA
"877","381","Oh, Seongshik",NA
"878","382","Ohkubo, Saori",NA
"879","0000-0002-1643-8803","Oppenheim, Ian M.",NA
"880","0000-0002-1170-0550","Orthous-Daunay, François-Régis",NA
"881","0000-0003-3458-9215","Osmanski, Michael S.",NA
"882","0000-0003-3458-9215","Osmanski, Michael S.",NA
"883","0000-0003-1291-9316","Otake, Yoshito",NA
"884","0000-0003-1291-9316","Otake, Yoshito",NA
"885","383","Outeda, Patricia",NA
"886","0000-0003-4925-9059","Ouyang, Pamela",NA
"887","0000-0003-4925-9059","Ouyang, Pamela",NA
"888","384","Ozdogan, Mutlu",NA
"889","385","O’Brien, Brett M.",NA
"890","0000-0002-5221-2107","O’Brien, Jackson",NA
"891","386","O’Meara, Katie",NA
"892","387","Pacella, Michael",NA
"893","388","Pakpoor, Jina",NA
"894","0000-0003-2740-8308","Palinkas, Cindy M.",NA
"895","389","Pally, Joel A.",NA
"896","390","Pan, William K.",NA
"897","0000-0001-9724-6725","Panda, Sayak",NA
"898","0000-0001-9724-6725","Panda, Sayak Subhra",NA
"899","391","Park, Abigail",NA
"900","392","Park, Lois A.",NA
"901","393","Park, Lois A.",NA
"902","0000-0002-3483-4148","Passey, Benjamin H.",NA
"903","394","Patel, Anusha",NA
"904","0000-0002-1585-8275","Patinet, Sylvain",NA
"905","0000-0002-0468-6420","Paulette Clancy",NA
"906","395","Pearson, Luwei",NA
"907","0000-0003-3248-1761","Pekosz, Andrew",NA
"908","0000-0003-3248-1761","Pekosz, Andrew",NA
"909","0000-0003-3248-1761","Pekosz, Andrew",NA
"910","0000-0003-3248-1761","Pekosz, Andrew",NA
"911","0000-0003-3248-1761","Pekosz, Andrew",NA
"912","0000-0002-9806-3231","Pellegrini, Marta",NA
"913","0000-0001-8739-2542","Pellitero, Miguel A.",NA
"914","0000-0001-8739-2542","Pellitero, Miguel A.",NA
"915","396","Pellitero, Miguel A.",NA
"916","0000-0002-5482-6620","Perin, Jamie L.",NA
"917","0000-0003-1255-2876","Peters-Lidard, Christa D.",NA
"918","0000-0003-1255-2876","Peters-Lidard, Christa D.",NA
"919","0000-0002-6786-8117","Phua, Siew Cheng",NA
"920","0000-0002-5115-5884","Pielage, Jan",NA
"921","397","Pieterse, Lisa",NA
"922","398","Pilgrim-Grayson, Catherine",NA
"923","399","Plunkett, Evan",NA
"924","400","Plunkett, Evan",NA
"925","401","Plunkett, Evan C.",NA
"926","402","Plunkett, Evan C.",NA
"927","403","Plunkett, Evan C.",NA
"928","404","Poonyagariyagorn, Hataya",NA
"929","0000-0002-8655-5204","Post, Wendy S.",NA
"930","0000-0002-8655-5204","Post, Wendy S.",NA
"931","0000-0002-5223-8112","Potter, Christopher J.",NA
"932","405","Powell, Harrison",NA
"933","0000-0002-5301-9659","Pradal, Marie Aude",NA
"934","0000-0002-5301-9659","Pradal, Marie Aude S",NA
"935","0000-0002-5301-9659","Pradal, Marie-Aude",NA
"936","0000-0002-5301-9659","Pradal, Marie-Aude",NA
"937","406","Pradal, Marie-Aude",NA
"938","0000-0002-5301-9659","Pradal, Marie-Aude S.",NA
"939","407","Preheim, Sarah",NA
"940","0000-0001-7365-2382","Preheim, Sarah",NA
"941","0000-0001-7365-2382","Preheim, Sarah P.",NA
"942","0000-0001-7365-2382","Preheim, Sarah P.",NA
"943","0000-0001-7365-2382","Preheim, Sarah P.",NA
"944","408","Ptashnik, Sarah",NA
"945","409","Qiao, Hualin",NA
"946","410","Qiu, Weichao",NA
"947","0000-0002-8833-3592","Rabiee, Anahita",NA
"948","0000-0002-8833-3592","Rabiee, Anahita",NA
"949","0000-0002-4072-181X","Radke, Michael",NA
"950","0000-0002-4072-181X","Radke, Michael",NA
"951","0000-0002-4072-181X","Radke, Michael J.",NA
"952","0000-0003-0987-6060","Ragen, Sarah",NA
"953","0000-0002-1488-9475","Raj, Piyush",NA
"954","0000-0002-1488-9475","Raj, Piyush",NA
"955","0000-0002-6447-6986","Raji, Joshua",NA
"956","411","Rand, Dannielle R.",NA
"957","0000-0001-5210-1709","Rankin-Turner, Stephanie",NA
"958","412","Rao, Anirudh",NA
"959","413","Recalde, Cristina",NA
"960","0000-0003-3984-895X","Recalde-Coronel, Cristina",NA
"961","0000-0001-6533-6179","Reggiani, Henrique",NA
"962","414","Regué Sendrós, Oriol",NA
"963","0000-0001-6313-9884","Reich, Daniel H.",NA
"964","415","Reich, Daniel H.",NA
"965","0000-0001-6313-9884","Reich, Daniel H.",NA
"966","0000-0001-6313-9884","Reich, Daniel H.",NA
"967","0000-0001-6313-9884","Reich, Daniel H.",NA
"968","0000-0001-6313-9884","Reich, Daniel H.",NA
"969","416","Reiter, Jeremy F.",NA
"970","417","Richardson, Molly B.",NA
"971","0000-0001-9928-8275","Ricotta, Emily",NA
"972","418","Ringlein, Grace",NA
"973","419","Roberton, Timothy",NA
"974","0000-0003-4328-0199","Roberts, Dale C.",NA
"975","0000-0003-1021-7820","Robinson, Karen A.",NA
"976","0000-0001-7789-5779","Robsky, Katherine",NA
"977","0000-0001-7789-5779","Robsky, Katherine",NA
"978","420","Robsky, Katherine",NA
"979","0000-0001-7789-5779","Robsky, Katherine O.",NA
"980","0000-0002-9793-0110","Roca, Jorjethe",NA
"981","0000-0003-0106-7437","Rodell, Matthew",NA
"982","0000-0002-8176-2044","Rodgers, Margaret L.",NA
"983","421","Roni, Muntasir",NA
"984","422","Rothman, Richard",NA
"985","423","Rothman, Richard",NA
"986","424","Rothman, Richard E.",NA
"987","0000-0002-3050-7692","Rouven, Ziegler L.",NA
"988","0000-0001-8964-730X","Ruan, Dihui",NA
"989","425","Russell, Thomas P.",NA
"990","426","Russell, Thomas P.",NA
"991","427","Russell. Thomas P.",NA
"992","428","Sachithanandham, Jaiprasath",NA
"993","0000-0001-7086-2990","Sachithanandham, Jaiprasath",NA
"994","0000-0002-7228-1628","Sacré, Pierre",NA
"995","429","Sakowski, Eric G.",NA
"996","430","Salehi, Maryam",NA
"997","0000-0002-2977-5040","Salehi, Maryam",NA
"998","0000-0003-3639-7831","Salem, Ruwaida",NA
"999","431","Sama, Denis Joel",NA
"1000","0000-0001-7973-1647","Sampson, Aaron",NA
"1001","0000-0002-6715-7905","Samuels, Jack",NA
"1002","0000-0001-8339-2510","San Soucie, John",NA
"1003","432","Sanchez, Ronald",NA
"1004","433","Sangho, Hamadou",NA
"1005","0000-0002-4817-6625","Sarma, Sridevi V.",NA
"1006","0000-0002-4817-6625","Sarma, Sridevi V.",NA
"1007","0000-0002-4817-6625","Sarma, Sridevi V.",NA
"1008","0000-0002-3002-819X","Sarni, Samantha H.",NA
"1009","434","Sauer, Lauren M.",NA
"1010","0000-0002-8588-0865","Savelli, Francesco",NA
"1011","0000-0001-8218-1797","Scalise, Dominic",NA
"1012","0000-0001-8218-1797","Scalise, Dominic",NA
"1013","0000-0002-7259-7374","Schaffter, Samuel W.",NA
"1014","0000-0002-7259-7374","Schaffter, Samuel W.",NA
"1015","0000-0002-7259-7374","Schaffter, Samuel W.",NA
"1016","435","Schickel, Maureen",NA
"1017","0000-0001-5761-6779","Schlaufman, Kevin C.",NA
"1018","0000-0001-5761-6779","Schlaufman, Kevin C.",NA
"1019","0000-0002-5633-1314","Schlegel, Philipp",NA
"1020","436","Schratz, Kristen E.",NA
"1021","0000-0003-4555-3162","Schulman, Rebecca",NA
"1022","0000-0003-4555-3162","Schulman, Rebecca",NA
"1023","0000-0003-4555-3162","Schulman, Rebecca",NA
"1024","0000-0003-4555-3162","Schulman, Rebecca",NA
"1025","0000-0003-4555-3162","Schulman, Rebecca",NA
"1026","0000-0003-4555-3162","Schulman, Rebecca B.",NA
"1027","437","Schulze, Kerry J.",NA
"1028","438","Schweitzer, Michael A.",NA
"1029","439","Scott, Anna A",NA
"1030","0000-0002-9113-2978","Scott, Richard K.",NA
"1031","0000-0001-9612-8532","Sebree, Joshua A.",NA
"1032","440","Secor, Maeve",NA
"1033","441","Sefati, Shahin",NA
"1034","442","Segal, Jodi B.",NA
"1035","0000-0003-3978-9662","Segal, Jodi B.",NA
"1036","443","Segal, Jodi B.",NA
"1037","444","Segal, Jodi B.",NA
"1038","445","Segal, Jodi B.",NA
"1039","446","Seifert-Ahanda, Kim",NA
"1040","447","Seifert-Ahanda, Kim",NA
"1041","0000-0003-2831-4389","Selinski, Joanne",NA
"1042","448","Sen, Aditi",NA
"1043","0000-0003-3849-5064","Serigano, Joseph",NA
"1044","0000-0003-3849-5064","Serigano, Joseph",NA
"1045","0000-0003-1622-0545","Seviour, William J. M.",NA
"1046","449","Seward, Gareth G. E.",NA
"1047","0000-0001-8688-115X","Shaear, Mohammad",NA
"1048","0000-0002-5655-8201","Shah, Sanjiv J.",NA
"1049","0000-0001-5095-1478","Shaikh, Saijuddin",NA
"1050","0000-0002-9868-7896","Shapiro, Carl R.",NA
"1051","0000-0003-2369-540X","Shapiro, Jenna",NA
"1052","0000-0001-7942-8998","Sharma, Anirudh",NA
"1053","450","Sharma, Kavita",NA
"1054","451","Sharma, Ritu",NA
"1055","0000-0001-8706-9825","Sharp, Thomas",NA
"1056","0000-0002-5478-5291","Shaver, Alexander",NA
"1057","452","Shaw, Bryan",NA
"1058","0000-0002-4396-2432","Shaw-Saliba, Kathryn",NA
"1059","453","Shen, Yu-I",NA
"1060","0009-0000-3215-8716","Shepard, Grant",NA
"1061","0000-0001-9163-5607","Shi, Ruohong",NA
"1062","454","Shi, Wei",NA
"1063","0000-0003-2622-3459","Shilling-Scrivo, Kelson",NA
"1064","455","Shin, Y.K.",NA
"1065","456","Shrestha, Binod",NA
"1066","0000-0002-1927-0970","Shuler, Marshall",NA
"1067","0000-0002-8004-3486","Simane, Belay",NA
"1068","0000-0002-8004-3486","Simane, Belay",NA
"1069","457","Simubali, Limonty",NA
"1070","0000-0001-9423-0816","Simulundu, Edgar",NA
"1071","458","Singh, Arun L.",NA
"1072","459","Slavin, Robert",NA
"1073","0000-0003-3117-7477","Slavin, Robert E.",NA
"1074","460","Smith, Emily F.",NA
"1075","461","Song, Jian",NA
"1076","0009-0001-1248-9590","Song, Mason",NA
"1077","462","Song, Yunjia",NA
"1078","0000-0002-1216-0285","Song, Yunjia",NA
"1079","463","Song, Yunjia",NA
"1080","464","Song, Yunjia",NA
"1081","465","Song, Yunjia",NA
"1082","466","Song, Yunjia",NA
"1083","0000-0002-1216-0285","Song, Yunjia",NA
"1084","467","Song, Yunjia",NA
"1085","468","Song, Yunjia",NA
"1086","0000-0002-1216-0285","Song, Yunjia",NA
"1087","469","Song, Yunjia",NA
"1088","470","Song, Yunjia",NA
"1089","471","Song, Yunjia",NA
"1090","0000-0002-1216-0285","Song, Yunjia",NA
"1091","472","Song, Yuqi",NA
"1092","473","Sotzen, Jeremy",NA
"1093","474","Sow, Fatimata",NA
"1094","475","Speller, Cassidy M.",NA
"1095","0000-0001-5913-2073","St Clair, Laura A.",NA
"1096","476","Stamper, Sarah A.",NA
"1097","477","Stamper, Sarah A.",NA
"1098","478","Stamper, Sarah A.",NA
"1099","479","Stamper, Sarah A.",NA
"1100","480","Stamper, Sarah A.",NA
"1101","0000-0003-0510-0513","Stebe, Kathleen J.",NA
"1102","0000-0001-5096-6549","Steele, Kimberly E.",NA
"1103","481","Steenbergen, Charles",NA
"1104","0000-0003-0540-9940","Steinhardt, Laura",NA
"1105","482","Stevenson, Jennifer C.",NA
"1106","483","Stoerkel, Sophie",NA
"1107","0000-0003-1117-9993","Stuphorn, Veit",NA
"1108","0000-0001-8292-1759","Subramanian, Vijaya",NA
"1109","0000-0002-1059-0847","Subramanya, Vinita",NA
"1110","0000-0002-1059-0847","Subramanya, Vinita",NA
"1111","0000-0003-0319-0578","Sullivan, David J.",NA
"1112","0000-0002-9077-7088","Sun, Sean",NA
"1113","0000-0003-3586-2383","Sutton, Erin E.",NA
"1114","0000-0003-3586-2383","Sutton, Erin E.",NA
"1115","484","Sverjensky, Dimitri",NA
"1116","0000-0003-3062-8053","Sverjensky, Dimitri A.",NA
"1117","0000-0002-5696-9967","Swanson, Nicholas J.",NA
"1118","485","Tafesse, Mengistu",NA
"1119","0000-0003-4849-5084","Tam, Yvonne",NA
"1120","486","Tang, Yucheng",NA
"1121","0000-0002-0430-1922","Tanwar, Swati",NA
"1122","0000-0002-0430-1922","Tanwar, Swati",NA
"1123","487","Tao, Jessica J.",NA
"1124","0000-0003-0166-3626","Task, Darya",NA
"1125","488","Tauxe, Genevieve M.",NA
"1126","489","Taylor, André D.",NA
"1127","0000-0001-6272-1100","Taylor, Russell",NA
"1128","0000-0001-6272-1100","Taylor, Russell",NA
"1129","0000-0001-6272-1100","Taylor, Russell H.",NA
"1130","490","Teply, Melissa L.",NA
"1131","491","Thaddeus, Sereen",NA
"1132","492","Thaddeus, Sereen",NA
"1133","493","Thang, Nguyen Nam",NA
"1134","0000-0003-1807-2785","Thielen, Peter",NA
