"","auth_id","pub_id"
"917","0000-0002-5658-8654",214
"918","0000-0002-5658-8654",214
"919","0000-0002-5658-8654",NA
"920","0000-0002-5658-8654",NA
"921","0000-0002-5658-8654",NA
"922","0000-0002-5658-8654",66
"923","0000-0002-5658-8654",66
"924","0000-0002-5658-8654",66
"925","166",168
"926","0009-0006-5089-717X",100
"927","0000-0002-7993-4214",67
"928","0000-0002-7993-4214",67
"929","0000-0002-7993-4214",68
"930","0000-0002-7993-4214",68
"931","0000-0002-1757-5009",59
"932","167",69
"933","0000-0002-6140-4522",83
"934","0000-0002-6140-4522",83
"935","0000-0002-6140-4522",83
"936","168",70
"937","0000-0002-6140-4522",73
"938","0000-0002-6140-4522",73
"939","0000-0002-6140-4522",73
"940","169",72
"941","170",196
"942","0000-0002-6140-4522",71
"943","0000-0002-6140-4522",71
"944","0000-0002-6140-4522",71
"945","171",97
"946","0000-0002-3039-9206",48
"947","0000-0002-3039-9206",48
"948","0000-0002-3039-9206",49
"949","0000-0002-3039-9206",49
"950","172",194
"951","173",128
"952","0000-0003-2298-8382",74
"953","0000-0002-9334-9839",94
"954","0000-0002-9334-9839",94
"955","0000-0002-9334-9839",75
"956","0000-0002-9334-9839",75
"957","0000-0003-0453-0300",28
"958","0000-0002-0205-7161",173
"959","174",207
"960","0000-0002-3185-002X",226
"961","0000-0002-3185-002X",226
"962","0000-0002-3185-002X",226
"963","0000-0002-3185-002X",37
"964","0000-0002-3185-002X",37
"965","0000-0002-3185-002X",37
"966","0000-0002-3185-002X",206
"967","0000-0002-3185-002X",206
"968","0000-0002-3185-002X",206
"969","175",56
"970","0000-0002-7907-8139",117
"971","176",136
"972","0000-0001-6936-0213",126
"973","177",187
"974","178",184
"975","0000-0002-9176-3278",127
"976","0000-0002-9176-3278",127
"977","0000-0002-9176-3278",2
"978","0000-0002-9176-3278",2
"979","179",131
"980","180",218
"981","0000-0002-6694-0965",122
"982","0000-0002-6694-0965",122
"983","0000-0002-6694-0965",122
"984","0000-0002-6694-0965",122
"985","0000-0002-6694-0965",161
"986","0000-0002-6694-0965",161
"987","0000-0002-6694-0965",161
"988","0000-0002-6694-0965",161
"989","0000-0002-6694-0965",84
"990","0000-0002-6694-0965",84
"991","0000-0002-6694-0965",84
"992","0000-0002-6694-0965",84
"993","0000-0002-6694-0965",NA
"994","0000-0002-6694-0965",NA
"995","0000-0002-6694-0965",NA
"996","0000-0002-6694-0965",NA
"997","181",220
"998","182",143
"999","183",22
"1000","184",174
"1001","0000-0003-2869-8773",64
"1002","0000-0003-2869-8773",64
"1003","0000-0003-2869-8773",63
"1004","0000-0003-2869-8773",63
"1005","185",127
"1006","186",43
"1007","187",181
"1008","0000-0003-2057-2463",130
"1009","0000-0001-6004-5655",117
"1010","188",158
"1011","0000-0002-4893-4561",114
"1012","0000-0002-5379-1614",89
"1013","189",2
"1014","190",127
"1015","0000-0001-9939-0640",14
"1016","0000-0001-9939-0640",14
"1017","0000-0001-9939-0640",15
"1018","0000-0001-9939-0640",15
"1019","191",NA
"1020","0000-0002-4486-3057",65
"1021","192",45
"1022","193",126
"1023","0000-0003-1783-3597",117
"1024","0000-0003-1783-3597",117
"1025","0000-0003-1783-3597",117
"1026","0000-0003-1783-3597",117
"1027","194",77
"1028","195",19
"1029","196",181
"1030","0000-0002-9422-0519",130
"1031","197",NA
"1032","0000-0003-3321-5959",8
"1033","0000-0002-1119-6905",40
"1034","0000-0002-4651-0079",1
"1035","0000-0001-6853-3805",173
"1036","198",76
"1037","0000-0003-2399-4653",44
"1038","0000-0002-3403-743X",213
"1039","199",102
"1040","200",103
"1041","201",73
"1042","202",71
"1043","0000-0003-4274-4406",99
"1044","0000-0003-4672-1981",143
"1045","203",69
"1046","204",70
"1047","205",58
"1048","0000-0002-6838-3701",54
"1049","206",160
"1050","0000-0002-5274-1068",78
"1051","207",77
"1052","208",115
"1053","0000-0002-3826-0735",79
"1054","0000-0002-3826-0735",79
"1055","0000-0002-3826-0735",79
"1056","209",2
"1057","0000-0003-0968-208X",80
"1058","0000-0002-1927-0970",6
"1059","0000-0002-1927-0970",6
"1060","210",NA
"1061","0000-0003-4596-0702",84
"1062","0000-0003-4596-0702",84
"1063","0000-0003-4596-0702",84
"1064","0000-0003-4596-0702",84
"1065","0000-0003-4596-0702",84
"1066","0000-0003-4596-0702",218
"1067","0000-0003-4596-0702",218
"1068","0000-0003-4596-0702",218
"1069","0000-0003-4596-0702",218
"1070","0000-0003-4596-0702",218
"1071","0000-0003-4596-0702",122
"1072","0000-0003-4596-0702",122
"1073","0000-0003-4596-0702",122
"1074","0000-0003-4596-0702",122
"1075","0000-0003-4596-0702",122
"1076","0000-0003-4596-0702",161
"1077","0000-0003-4596-0702",161
"1078","0000-0003-4596-0702",161
"1079","0000-0003-4596-0702",161
"1080","0000-0003-4596-0702",161
"1081","0000-0003-4596-0702",NA
"1082","0000-0003-4596-0702",NA
"1083","0000-0003-4596-0702",NA
"1084","0000-0003-4596-0702",NA
"1085","0000-0003-4596-0702",NA
"1086","0000-0002-7957-7624",NA
"1087","0000-0002-4791-4593",21
"1088","211",146
"1089","212",102
"1090","213",211
"1091","214",96
"1092","215",150
"1093","0000-0002-2930-5276",143
"1094","0000-0002-2930-5276",143
"1095","0000-0002-2930-5276",143
"1096","0000-0002-2930-5276",NA
"1097","0000-0002-2930-5276",NA
"1098","0000-0002-2930-5276",NA
"1099","0000-0002-2930-5276",22
"1100","0000-0002-2930-5276",22
"1101","0000-0002-2930-5276",22
"1102","0000-0003-1629-6478",122
"1103","216",113
"1104","0000-0003-4266-7973",149
"1105","217",105
"1106","0000-0001-6886-1454",209
"1107","218",196
"1108","0000-0001-8218-2482",88
"1109","0000-0001-8218-2482",88
"1110","0000-0001-8218-2482",88
"1111","0000-0001-8218-2482",86
"1112","0000-0001-8218-2482",86
"1113","0000-0001-8218-2482",86
"1114","0000-0001-8218-2482",87
"1115","0000-0001-8218-2482",87
"1116","0000-0001-8218-2482",87
"1117","0000-0002-3811-4973",89
"1118","219",109
"1119","0000-0003-4321-6816",110
"1120","0000-0003-3413-2530",34
"1121","220",205
"1122","221",176
"1123","0000-0002-0587-9355",41
"1124","222",199
"1125","0000-0003-2683-9157",138
"1126","223",183
"1127","224",138
"1128","225",183
"1129","226",178
"1130","0000-0001-9173-1084",154
"1131","0000-0002-5877-5138",NA
"1132","227",44
"1133","228",89
"1134","0000-0002-5590-4889",166
"1135","229",71
"1136","0000-0002-0221-3208",134
"1137","230",143
"1138","231",NA
"1139","232",NA
"1140","233",2
"1141","0000-0003-0335-4982",2
"1142","0000-0001-6703-9899",92
"1143","234",169
"1144","235",93
"1145","236",180
"1146","237",134
"1147","0000-0001-7246-745X",79
"1148","0000-0001-7246-745X",79
"1149","0000-0001-7246-745X",225
"1150","0000-0001-7246-745X",225
"1151","238",142
"1152","239",181
"1153","240",130
"1154","241",116
"1155","242",96
"1156","243",150
"1157","0009-0001-2615-3617",139
"1158","0000-0002-7529-5435",91
"1159","0000-0002-7529-5435",91
"1160","0000-0002-7529-5435",91
"1161","0000-0002-7529-5435",91
"1162","0000-0002-7529-5435",199
"1163","0000-0002-7529-5435",199
"1164","0000-0002-7529-5435",199
"1165","0000-0002-7529-5435",199
"1166","0000-0002-7529-5435",121
"1167","0000-0002-7529-5435",121
"1168","0000-0002-7529-5435",121
"1169","0000-0002-7529-5435",121
"1170","0000-0002-7529-5435",57
"1171","0000-0002-7529-5435",57
"1172","0000-0002-7529-5435",57
"1173","0000-0002-7529-5435",57
"1174","244",127
"1175","0000-0003-1596-2299",89
"1176","0000-0002-2347-4183",96
"1177","0000-0002-2347-4183",96
"1178","0000-0002-2347-4183",150
"1179","0000-0002-2347-4183",150
"1180","0000-0002-3190-2475",104
"1181","0000-0002-3190-2475",104
"1182","0000-0002-3190-2475",104
"1183","0000-0002-3190-2475",104
"1184","0000-0002-3190-2475",104
"1185","0000-0002-3190-2475",104
"1186","0000-0002-3190-2475",104
"1187","0000-0002-3190-2475",104
"1188","0000-0002-3190-2475",104
"1189","0000-0002-3190-2475",104
"1190","0000-0002-3190-2475",104
"1191","0000-0002-3190-2475",104
"1192","0000-0002-3190-2475",104
"1193","0000-0002-3190-2475",104
"1194","0000-0002-3190-2475",104
"1195","0000-0002-3190-2475",104
"1196","0000-0002-3190-2475",104
"1197","0000-0002-3190-2475",104
"1198","0000-0002-3190-2475",104
"1199","0000-0002-3190-2475",104
"1200","0000-0002-3190-2475",104
"1201","0000-0002-3190-2475",104
"1202","0000-0002-3190-2475",104
"1203","0000-0002-3190-2475",104
"1204","0000-0002-3190-2475",104
"1205","0000-0002-3190-2475",104
"1206","0000-0002-3190-2475",104
"1207","0000-0002-3190-2475",104
"1208","0000-0002-3190-2475",104
"1209","0000-0002-3190-2475",104
"1210","0000-0002-3190-2475",104
"1211","0000-0002-3190-2475",104
"1212","0000-0002-3190-2475",77
"1213","0000-0002-3190-2475",77
"1214","0000-0002-3190-2475",77
"1215","0000-0002-3190-2475",77
"1216","0000-0002-3190-2475",77
"1217","0000-0002-3190-2475",77
"1218","0000-0002-3190-2475",77
"1219","0000-0002-3190-2475",77
"1220","0000-0002-3190-2475",77
"1221","0000-0002-3190-2475",77
"1222","0000-0002-3190-2475",77
"1223","0000-0002-3190-2475",77
"1224","0000-0002-3190-2475",77
"1225","0000-0002-3190-2475",77
"1226","0000-0002-3190-2475",77
"1227","0000-0002-3190-2475",77
"1228","0000-0002-3190-2475",77
"1229","0000-0002-3190-2475",77
"1230","0000-0002-3190-2475",77
"1231","0000-0002-3190-2475",77
"1232","0000-0002-3190-2475",77
"1233","0000-0002-3190-2475",77
"1234","0000-0002-3190-2475",77
"1235","0000-0002-3190-2475",77
"1236","0000-0002-3190-2475",77
"1237","0000-0002-3190-2475",77
"1238","0000-0002-3190-2475",77
"1239","0000-0002-3190-2475",77
"1240","0000-0002-3190-2475",77
"1241","0000-0002-3190-2475",77
"1242","0000-0002-3190-2475",77
"1243","0000-0002-3190-2475",77
"1244","0000-0002-3190-2475",79
"1245","0000-0002-3190-2475",79
"1246","0000-0002-3190-2475",79
"1247","0000-0002-3190-2475",79
"1248","0000-0002-3190-2475",79
"1249","0000-0002-3190-2475",79
"1250","0000-0002-3190-2475",79
"1251","0000-0002-3190-2475",79
"1252","0000-0002-3190-2475",79
"1253","0000-0002-3190-2475",79
"1254","0000-0002-3190-2475",79
"1255","0000-0002-3190-2475",79
"1256","0000-0002-3190-2475",79
"1257","0000-0002-3190-2475",79
"1258","0000-0002-3190-2475",79
"1259","0000-0002-3190-2475",79
"1260","0000-0002-3190-2475",79
"1261","0000-0002-3190-2475",79
"1262","0000-0002-3190-2475",79
"1263","0000-0002-3190-2475",79
"1264","0000-0002-3190-2475",79
"1265","0000-0002-3190-2475",79
"1266","0000-0002-3190-2475",79
"1267","0000-0002-3190-2475",79
"1268","0000-0002-3190-2475",79
"1269","0000-0002-3190-2475",79
"1270","0000-0002-3190-2475",79
"1271","0000-0002-3190-2475",79
"1272","0000-0002-3190-2475",79
"1273","0000-0002-3190-2475",79
"1274","0000-0002-3190-2475",79
"1275","0000-0002-3190-2475",79
"1276","0000-0002-3190-2475",213
"1277","0000-0002-3190-2475",213
"1278","0000-0002-3190-2475",213
"1279","0000-0002-3190-2475",213
"1280","0000-0002-3190-2475",213
"1281","0000-0002-3190-2475",213
"1282","0000-0002-3190-2475",213
"1283","0000-0002-3190-2475",213
"1284","0000-0002-3190-2475",213
"1285","0000-0002-3190-2475",213
"1286","0000-0002-3190-2475",213
"1287","0000-0002-3190-2475",213
"1288","0000-0002-3190-2475",213
"1289","0000-0002-3190-2475",213
"1290","0000-0002-3190-2475",213
"1291","0000-0002-3190-2475",213
"1292","0000-0002-3190-2475",213
"1293","0000-0002-3190-2475",213
"1294","0000-0002-3190-2475",213
"1295","0000-0002-3190-2475",213
"1296","0000-0002-3190-2475",213
"1297","0000-0002-3190-2475",213
"1298","0000-0002-3190-2475",213
"1299","0000-0002-3190-2475",213
"1300","0000-0002-3190-2475",213
"1301","0000-0002-3190-2475",213
"1302","0000-0002-3190-2475",213
"1303","0000-0002-3190-2475",213
"1304","0000-0002-3190-2475",213
"1305","0000-0002-3190-2475",213
"1306","0000-0002-3190-2475",213
"1307","0000-0002-3190-2475",213
"1308","0000-0002-3190-2475",102
"1309","0000-0002-3190-2475",102
"1310","0000-0002-3190-2475",102
"1311","0000-0002-3190-2475",102
"1312","0000-0002-3190-2475",102
"1313","0000-0002-3190-2475",102
"1314","0000-0002-3190-2475",102
"1315","0000-0002-3190-2475",102
"1316","0000-0002-3190-2475",102
"1317","0000-0002-3190-2475",102
"1318","0000-0002-3190-2475",102
"1319","0000-0002-3190-2475",102
"1320","0000-0002-3190-2475",102
"1321","0000-0002-3190-2475",102
"1322","0000-0002-3190-2475",102
"1323","0000-0002-3190-2475",102
"1324","0000-0002-3190-2475",102
"1325","0000-0002-3190-2475",102
"1326","0000-0002-3190-2475",102
"1327","0000-0002-3190-2475",102
"1328","0000-0002-3190-2475",102
"1329","0000-0002-3190-2475",102
"1330","0000-0002-3190-2475",102
"1331","0000-0002-3190-2475",102
"1332","0000-0002-3190-2475",102
"1333","0000-0002-3190-2475",102
"1334","0000-0002-3190-2475",102
"1335","0000-0002-3190-2475",102
"1336","0000-0002-3190-2475",102
"1337","0000-0002-3190-2475",102
"1338","0000-0002-3190-2475",102
"1339","0000-0002-3190-2475",102
"1340","245",165
"1341","0000-0002-3190-2475",146
"1342","0000-0002-3190-2475",146
"1343","0000-0002-3190-2475",146
"1344","0000-0002-3190-2475",146
"1345","0000-0002-3190-2475",146
"1346","0000-0002-3190-2475",146
"1347","0000-0002-3190-2475",146
"1348","0000-0002-3190-2475",146
"1349","0000-0002-3190-2475",146
"1350","0000-0002-3190-2475",146
"1351","0000-0002-3190-2475",146
"1352","0000-0002-3190-2475",146
"1353","0000-0002-3190-2475",146
"1354","0000-0002-3190-2475",146
"1355","0000-0002-3190-2475",146
"1356","0000-0002-3190-2475",146
"1357","0000-0002-3190-2475",146
"1358","0000-0002-3190-2475",146
"1359","0000-0002-3190-2475",146
"1360","0000-0002-3190-2475",146
"1361","0000-0002-3190-2475",146
"1362","0000-0002-3190-2475",146
"1363","0000-0002-3190-2475",146
"1364","0000-0002-3190-2475",146
"1365","0000-0002-3190-2475",146
"1366","0000-0002-3190-2475",146
"1367","0000-0002-3190-2475",146
"1368","0000-0002-3190-2475",146
"1369","0000-0002-3190-2475",146
"1370","0000-0002-3190-2475",146
"1371","0000-0002-3190-2475",146
"1372","0000-0002-3190-2475",146
"1373","0000-0002-3190-2475",142
"1374","0000-0002-3190-2475",142
"1375","0000-0002-3190-2475",142
"1376","0000-0002-3190-2475",142
"1377","0000-0002-3190-2475",142
"1378","0000-0002-3190-2475",142
"1379","0000-0002-3190-2475",142
"1380","0000-0002-3190-2475",142
"1381","0000-0002-3190-2475",142
"1382","0000-0002-3190-2475",142
"1383","0000-0002-3190-2475",142
"1384","0000-0002-3190-2475",142
"1385","0000-0002-3190-2475",142
"1386","0000-0002-3190-2475",142
"1387","0000-0002-3190-2475",142
"1388","0000-0002-3190-2475",142
"1389","0000-0002-3190-2475",142
"1390","0000-0002-3190-2475",142
"1391","0000-0002-3190-2475",142
"1392","0000-0002-3190-2475",142
"1393","0000-0002-3190-2475",142
"1394","0000-0002-3190-2475",142
"1395","0000-0002-3190-2475",142
"1396","0000-0002-3190-2475",142
"1397","0000-0002-3190-2475",142
"1398","0000-0002-3190-2475",142
"1399","0000-0002-3190-2475",142
"1400","0000-0002-3190-2475",142
"1401","0000-0002-3190-2475",142
"1402","0000-0002-3190-2475",142
"1403","0000-0002-3190-2475",142
"1404","0000-0002-3190-2475",142
"1405","0000-0002-3190-2475",86
"1406","0000-0002-3190-2475",86
"1407","0000-0002-3190-2475",86
"1408","0000-0002-3190-2475",86
"1409","0000-0002-3190-2475",86
"1410","0000-0002-3190-2475",86
"1411","0000-0002-3190-2475",86
"1412","0000-0002-3190-2475",86
"1413","0000-0002-3190-2475",86
"1414","0000-0002-3190-2475",86
"1415","0000-0002-3190-2475",86
"1416","0000-0002-3190-2475",86
"1417","0000-0002-3190-2475",86
"1418","0000-0002-3190-2475",86
"1419","0000-0002-3190-2475",86
"1420","0000-0002-3190-2475",86
"1421","0000-0002-3190-2475",86
"1422","0000-0002-3190-2475",86
"1423","0000-0002-3190-2475",86
"1424","0000-0002-3190-2475",86
"1425","0000-0002-3190-2475",86
"1426","0000-0002-3190-2475",86
"1427","0000-0002-3190-2475",86
"1428","0000-0002-3190-2475",86
"1429","0000-0002-3190-2475",86
"1430","0000-0002-3190-2475",86
"1431","0000-0002-3190-2475",86
"1432","0000-0002-3190-2475",86
"1433","0000-0002-3190-2475",86
"1434","0000-0002-3190-2475",86
"1435","0000-0002-3190-2475",86
"1436","0000-0002-3190-2475",86
"1437","246",69
"1438","0000-0002-3190-2475",87
"1439","0000-0002-3190-2475",87
"1440","0000-0002-3190-2475",87
"1441","0000-0002-3190-2475",87
"1442","0000-0002-3190-2475",87
"1443","0000-0002-3190-2475",87
"1444","0000-0002-3190-2475",87
"1445","0000-0002-3190-2475",87
"1446","0000-0002-3190-2475",87
"1447","0000-0002-3190-2475",87
"1448","0000-0002-3190-2475",87
"1449","0000-0002-3190-2475",87
"1450","0000-0002-3190-2475",87
"1451","0000-0002-3190-2475",87
"1452","0000-0002-3190-2475",87
"1453","0000-0002-3190-2475",87
"1454","0000-0002-3190-2475",87
"1455","0000-0002-3190-2475",87
"1456","0000-0002-3190-2475",87
"1457","0000-0002-3190-2475",87
"1458","0000-0002-3190-2475",87
"1459","0000-0002-3190-2475",87
"1460","0000-0002-3190-2475",87
"1461","0000-0002-3190-2475",87
"1462","0000-0002-3190-2475",87
"1463","0000-0002-3190-2475",87
"1464","0000-0002-3190-2475",87
"1465","0000-0002-3190-2475",87
"1466","0000-0002-3190-2475",87
"1467","0000-0002-3190-2475",87
"1468","0000-0002-3190-2475",87
"1469","0000-0002-3190-2475",87
"1470","247",125
"1471","0000-0002-3190-2475",101
"1472","0000-0002-3190-2475",101
"1473","0000-0002-3190-2475",101
"1474","0000-0002-3190-2475",101
"1475","0000-0002-3190-2475",101
"1476","0000-0002-3190-2475",101
"1477","0000-0002-3190-2475",101
"1478","0000-0002-3190-2475",101
"1479","0000-0002-3190-2475",101
"1480","0000-0002-3190-2475",101
"1481","0000-0002-3190-2475",101
"1482","0000-0002-3190-2475",101
"1483","0000-0002-3190-2475",101
"1484","0000-0002-3190-2475",101
"1485","0000-0002-3190-2475",101
"1486","0000-0002-3190-2475",101
"1487","0000-0002-3190-2475",101
"1488","0000-0002-3190-2475",101
"1489","0000-0002-3190-2475",101
"1490","0000-0002-3190-2475",101
"1491","0000-0002-3190-2475",101
"1492","0000-0002-3190-2475",101
"1493","0000-0002-3190-2475",101
"1494","0000-0002-3190-2475",101
"1495","0000-0002-3190-2475",101
"1496","0000-0002-3190-2475",101
"1497","0000-0002-3190-2475",101
"1498","0000-0002-3190-2475",101
"1499","0000-0002-3190-2475",101
"1500","0000-0002-3190-2475",101
"1501","0000-0002-3190-2475",101
"1502","0000-0002-3190-2475",101
"1503","0000-0002-3190-2475",177
"1504","0000-0002-3190-2475",177
"1505","0000-0002-3190-2475",177
"1506","0000-0002-3190-2475",177
"1507","0000-0002-3190-2475",177
"1508","0000-0002-3190-2475",177
"1509","0000-0002-3190-2475",177
"1510","0000-0002-3190-2475",177
"1511","0000-0002-3190-2475",177
"1512","0000-0002-3190-2475",177
"1513","0000-0002-3190-2475",177
"1514","0000-0002-3190-2475",177
"1515","0000-0002-3190-2475",177
"1516","0000-0002-3190-2475",177
"1517","0000-0002-3190-2475",177
"1518","0000-0002-3190-2475",177
"1519","0000-0002-3190-2475",177
"1520","0000-0002-3190-2475",177
"1521","0000-0002-3190-2475",177
"1522","0000-0002-3190-2475",177
"1523","0000-0002-3190-2475",177
"1524","0000-0002-3190-2475",177
"1525","0000-0002-3190-2475",177
"1526","0000-0002-3190-2475",177
"1527","0000-0002-3190-2475",177
"1528","0000-0002-3190-2475",177
"1529","0000-0002-3190-2475",177
"1530","0000-0002-3190-2475",177
"1531","0000-0002-3190-2475",177
"1532","0000-0002-3190-2475",177
"1533","0000-0002-3190-2475",177
"1534","0000-0002-3190-2475",177
"1535","0000-0002-0468-6420",124
"1536","0000-0002-0468-6420",124
"1537","0000-0002-0468-6420",124
"1538","0000-0002-0468-6420",124
"1539","0000-0002-0468-6420",124
"1540","0000-0002-0468-6420",124
"1541","0000-0002-0468-6420",124
"1542","0000-0002-3190-2475",211
"1543","0000-0002-3190-2475",211
"1544","0000-0002-3190-2475",211
"1545","0000-0002-3190-2475",211
"1546","0000-0002-3190-2475",211
"1547","0000-0002-3190-2475",211
"1548","0000-0002-3190-2475",211
"1549","0000-0002-3190-2475",211
"1550","0000-0002-3190-2475",211
"1551","0000-0002-3190-2475",211
"1552","0000-0002-3190-2475",211
"1553","0000-0002-3190-2475",211
"1554","0000-0002-3190-2475",211
"1555","0000-0002-3190-2475",211
"1556","0000-0002-3190-2475",211
"1557","0000-0002-3190-2475",211
"1558","0000-0002-3190-2475",211
"1559","0000-0002-3190-2475",211
"1560","0000-0002-3190-2475",211
"1561","0000-0002-3190-2475",211
"1562","0000-0002-3190-2475",211
"1563","0000-0002-3190-2475",211
"1564","0000-0002-3190-2475",211
"1565","0000-0002-3190-2475",211
"1566","0000-0002-3190-2475",211
"1567","0000-0002-3190-2475",211
"1568","0000-0002-3190-2475",211
"1569","0000-0002-3190-2475",211
"1570","0000-0002-3190-2475",211
"1571","0000-0002-3190-2475",211
"1572","0000-0002-3190-2475",211
"1573","0000-0002-3190-2475",211
"1574","248",103
"1575","0000-0002-3190-2475",224
"1576","0000-0002-3190-2475",224
"1577","0000-0002-3190-2475",224
"1578","0000-0002-3190-2475",224
"1579","0000-0002-3190-2475",224
"1580","0000-0002-3190-2475",224
"1581","0000-0002-3190-2475",224
"1582","0000-0002-3190-2475",224
"1583","0000-0002-3190-2475",224
"1584","0000-0002-3190-2475",224
"1585","0000-0002-3190-2475",224
"1586","0000-0002-3190-2475",224
"1587","0000-0002-3190-2475",224
"1588","0000-0002-3190-2475",224
"1589","0000-0002-3190-2475",224
"1590","0000-0002-3190-2475",224
"1591","0000-0002-3190-2475",224
"1592","0000-0002-3190-2475",224
"1593","0000-0002-3190-2475",224
"1594","0000-0002-3190-2475",224
"1595","0000-0002-3190-2475",224
"1596","0000-0002-3190-2475",224
"1597","0000-0002-3190-2475",224
"1598","0000-0002-3190-2475",224
"1599","0000-0002-3190-2475",224
"1600","0000-0002-3190-2475",224
"1601","0000-0002-3190-2475",224
"1602","0000-0002-3190-2475",224
"1603","0000-0002-3190-2475",224
"1604","0000-0002-3190-2475",224
"1605","0000-0002-3190-2475",224
"1606","0000-0002-3190-2475",224
"1607","249",141
"1608","0000-0002-3190-2475",225
"1609","0000-0002-3190-2475",225
"1610","0000-0002-3190-2475",225
"1611","0000-0002-3190-2475",225
"1612","0000-0002-3190-2475",225
"1613","0000-0002-3190-2475",225
"1614","0000-0002-3190-2475",225
"1615","0000-0002-3190-2475",225
"1616","0000-0002-3190-2475",225
"1617","0000-0002-3190-2475",225
"1618","0000-0002-3190-2475",225
"1619","0000-0002-3190-2475",225
"1620","0000-0002-3190-2475",225
"1621","0000-0002-3190-2475",225
"1622","0000-0002-3190-2475",225
"1623","0000-0002-3190-2475",225
"1624","0000-0002-3190-2475",225
"1625","0000-0002-3190-2475",225
"1626","0000-0002-3190-2475",225
"1627","0000-0002-3190-2475",225
"1628","0000-0002-3190-2475",225
"1629","0000-0002-3190-2475",225
"1630","0000-0002-3190-2475",225
"1631","0000-0002-3190-2475",225
"1632","0000-0002-3190-2475",225
"1633","0000-0002-3190-2475",225
"1634","0000-0002-3190-2475",225
"1635","0000-0002-3190-2475",225
"1636","0000-0002-3190-2475",225
"1637","0000-0002-3190-2475",225
"1638","0000-0002-3190-2475",225
"1639","0000-0002-3190-2475",225
"1640","0000-0002-3190-2475",197
"1641","0000-0002-3190-2475",197
"1642","0000-0002-3190-2475",197
"1643","0000-0002-3190-2475",197
"1644","0000-0002-3190-2475",197
"1645","0000-0002-3190-2475",197
"1646","0000-0002-3190-2475",197
"1647","0000-0002-3190-2475",197
"1648","0000-0002-3190-2475",197
"1649","0000-0002-3190-2475",197
"1650","0000-0002-3190-2475",197
"1651","0000-0002-3190-2475",197
"1652","0000-0002-3190-2475",197
"1653","0000-0002-3190-2475",197
"1654","0000-0002-3190-2475",197
"1655","0000-0002-3190-2475",197
"1656","0000-0002-3190-2475",197
"1657","0000-0002-3190-2475",197
"1658","0000-0002-3190-2475",197
"1659","0000-0002-3190-2475",197
"1660","0000-0002-3190-2475",197
"1661","0000-0002-3190-2475",197
"1662","0000-0002-3190-2475",197
"1663","0000-0002-3190-2475",197
"1664","0000-0002-3190-2475",197
"1665","0000-0002-3190-2475",197
"1666","0000-0002-3190-2475",197
"1667","0000-0002-3190-2475",197
"1668","0000-0002-3190-2475",197
"1669","0000-0002-3190-2475",197
"1670","0000-0002-3190-2475",197
"1671","0000-0002-3190-2475",197
"1672","0000-0002-3190-2475",83
"1673","0000-0002-3190-2475",83
"1674","0000-0002-3190-2475",83
"1675","0000-0002-3190-2475",83
"1676","0000-0002-3190-2475",83
"1677","0000-0002-3190-2475",83
"1678","0000-0002-3190-2475",83
"1679","0000-0002-3190-2475",83
"1680","0000-0002-3190-2475",83
"1681","0000-0002-3190-2475",83
"1682","0000-0002-3190-2475",83
"1683","0000-0002-3190-2475",83
"1684","0000-0002-3190-2475",83
"1685","0000-0002-3190-2475",83
"1686","0000-0002-3190-2475",83
"1687","0000-0002-3190-2475",83
"1688","0000-0002-3190-2475",83
"1689","0000-0002-3190-2475",83
"1690","0000-0002-3190-2475",83
"1691","0000-0002-3190-2475",83
"1692","0000-0002-3190-2475",83
"1693","0000-0002-3190-2475",83
"1694","0000-0002-3190-2475",83
"1695","0000-0002-3190-2475",83
"1696","0000-0002-3190-2475",83
"1697","0000-0002-3190-2475",83
"1698","0000-0002-3190-2475",83
"1699","0000-0002-3190-2475",83
"1700","0000-0002-3190-2475",83
"1701","0000-0002-3190-2475",83
"1702","0000-0002-3190-2475",83
"1703","0000-0002-3190-2475",83
"1704","0000-0002-3190-2475",70
"1705","0000-0002-3190-2475",70
"1706","0000-0002-3190-2475",70
"1707","0000-0002-3190-2475",70
"1708","0000-0002-3190-2475",70
"1709","0000-0002-3190-2475",70
"1710","0000-0002-3190-2475",70
"1711","0000-0002-3190-2475",70
"1712","0000-0002-3190-2475",70
"1713","0000-0002-3190-2475",70
"1714","0000-0002-3190-2475",70
"1715","0000-0002-3190-2475",70
"1716","0000-0002-3190-2475",70
"1717","0000-0002-3190-2475",70
"1718","0000-0002-3190-2475",70
"1719","0000-0002-3190-2475",70
"1720","0000-0002-3190-2475",70
"1721","0000-0002-3190-2475",70
"1722","0000-0002-3190-2475",70
"1723","0000-0002-3190-2475",70
"1724","0000-0002-3190-2475",70
"1725","0000-0002-3190-2475",70
"1726","0000-0002-3190-2475",70
"1727","0000-0002-3190-2475",70
"1728","0000-0002-3190-2475",70
"1729","0000-0002-3190-2475",70
"1730","0000-0002-3190-2475",70
"1731","0000-0002-3190-2475",70
"1732","0000-0002-3190-2475",70
"1733","0000-0002-3190-2475",70
"1734","0000-0002-3190-2475",70
"1735","0000-0002-3190-2475",70
"1736","0000-0002-3190-2475",73
"1737","0000-0002-3190-2475",73
"1738","0000-0002-3190-2475",73
"1739","0000-0002-3190-2475",73
"1740","0000-0002-3190-2475",73
"1741","0000-0002-3190-2475",73
"1742","0000-0002-3190-2475",73
"1743","0000-0002-3190-2475",73
