"","dataset_id","collection_id","name","url","description","citation_html","published_at","publisher","citation","downloads"
"143","doi:10.7281/T1/KGCGBM","HKatz_Rsch_Group","Data associated with the publication: Charge trapping in polymer electrets with highly dilute blended aryl-amine donors","https://doi.org/10.7281/T1/KGCGBM","Device current-voltage data organized by additive compound, then by percent of additive in transistor gate dielectrics, then by charging behavior","Plunkett, Evan C.; Zhang, Qingyang; Katz, Howard E.; Reich, Daniel H., 2023, ""Data associated with the publication: Charge trapping in polymer electrets with highly dilute blended aryl-amine donors"", <a href=""https://doi.org/10.7281/T1/KGCGBM"" target=""_blank"">https://doi.org/10.7281/T1/KGCGBM</a>, Johns Hopkins Research Data Repository, V1, UNF:6:qHR3urrw5VSunNOUwZcrdg== [fileUNF]","2023-05-09T12:21:59Z","Dr. Howard Katz DOE-supported projects","Plunkett, Evan C.; Zhang, Qingyang; Katz, Howard E.; Reich, Daniel H., 2023, ""Data associated with the publication: Charge trapping in polymer electrets with highly dilute blended aryl-amine donors"", https://doi.org/10.7281/T1/KGCGBM, Johns Hopkins Research Data Repository, V1, UNF:6:qHR3urrw5VSunNOUwZcrdg== [fileUNF]",12
"144","doi:10.7281/T1/AVOEQR","root","Data associated with the publication: Cholinergic reinforcement signaling is impaired by amyloidosis prior to its synaptic loss.","https://doi.org/10.7281/T1/AVOEQR","Alzheimer's Disease (AD) is associated with amyloidosis and dysfunction of the cholinergic system which is crucial for learning and memory. However, the nature of acetylcholine signaling within regions of cholinergic-dependent plasticity and how it changes with experience is poorly understood, much less the impact of amyloidosis on this signaling. Therefore, we optically measure the release profile of acetylcholine to unexpected, predicted, and predictive events in visual cortex (VC)—a site of known cholinergic-dependent plasticity—in a preclinical mouse model of AD that develops amyloidosis. We find that acetylcholine exhibits reinforcement signaling qualities, reporting behaviorally-relevant outcomes and displaying release profiles to predictive and predicted events that change as a consequence of experience. We identify three stages of amyloidosis occurring prior to the degeneration of cholinergic synapses within VC and observe that cholinergic responses in amyloid-bearing mice become impaired over these stages, diverging progressively from age- and sex-matched littermate controls. In particular, amyloidosis degrades signaling of unexpected rewards and punishments, and attenuates the experience-dependent 1) increase of cholinergic responses to outcome predictive visual cues, and 2) decrease of cholinergic responses to predicted outcomes. Hyperactive spontaneous acetylcholine release occurring transiently at the onset of impaired cholinergic signaling is also observed, further implicating disrupted cholinergic activity as an early functional biomarker in AD. Our findings suggest that acetylcholine acts as a reinforcement signal that is impaired by amyloidosis prior to pathological degeneration of the cholinergic system, providing a deeper understanding of the effects of amyloidosis on acetylcholine signaling and informing future interventions for AD.","Allard, Simon; Hussain Shuler, Marshall G., 2023, ""Data associated with the publication: Cholinergic reinforcement signaling is impaired by amyloidosis prior to its synaptic loss."", <a href=""https://doi.org/10.7281/T1/AVOEQR"" target=""_blank"">https://doi.org/10.7281/T1/AVOEQR</a>, Johns Hopkins Research Data Repository, V1","2023-10-12T07:54:20Z","Johns Hopkins Research Data Repository","Allard, Simon; Hussain Shuler, Marshall G., 2023, ""Data associated with the publication: Cholinergic reinforcement signaling is impaired by amyloidosis prior to its synaptic loss."", https://doi.org/10.7281/T1/AVOEQR, Johns Hopkins Research Data Repository, V1",24
"145","doi:10.7281/T1/C8BCOW","HKatz_Rsch_Group","Data associated with the publication: 2-aminoanthracene crystallization in its compatible polystyrene block: RAFT synthesis and enhanced charge retention in pentacene transistor gate dielectrics","https://doi.org/10.7281/T1/C8BCOW","This file contains original instrument data for differential scanning calorimetry, gel permeation chromatography, transistor parameters, electron microscopy, and x-ray diffraction. Files with .rar extension can be read with 7-zip.","Chi, Chen; Song, Yuqi; Lee, Taein; Reich, Daniel H.; Bragg, Arthur E.; Katz, Howard E., 2024, ""Data associated with the publication: 2-aminoanthracene crystallization in its compatible polystyrene block: RAFT synthesis and enhanced charge retention in pentacene transistor gate dielectrics"", <a href=""https://doi.org/10.7281/T1/C8BCOW"" target=""_blank"">https://doi.org/10.7281/T1/C8BCOW</a>, Johns Hopkins Research Data Repository, V1","2024-02-27T14:23:24Z","Dr. Howard Katz DOE-supported projects","Chi, Chen; Song, Yuqi; Lee, Taein; Reich, Daniel H.; Bragg, Arthur E.; Katz, Howard E., 2024, ""Data associated with the publication: 2-aminoanthracene crystallization in its compatible polystyrene block: RAFT synthesis and enhanced charge retention in pentacene transistor gate dielectrics"", https://doi.org/10.7281/T1/C8BCOW, Johns Hopkins Research Data Repository, V1",6
"146","doi:10.7281/T1/VNFY91","SGG","Data associated with the publication: Trends in estuarine pyrite formation point to an alternative model for Paleozoic pyrite burial","https://doi.org/10.7281/T1/VNFY91","This data set contains three components. Component 1 is a set of geochemical data from sediment cores collected from the Chesapeake Bay (Maryland and Virginia, USA). Component 2 is a spreadsheet containing a modified copy of a geochemical dataset downloaded from Phase 1 of the Sedimentary Geochemistry and Paleoenvironments repository (Farrell et al., 2021; doi.org/10.1111/gbi.12462) in August 2023. A text file associated with Component 2 describes how the data in the spreadsheet have been filtered from the original SGP download. Component 3 contains a modified section of code from the COPSE biogeochemical model (Lenton et al., 2018; doi.org/10.1016/j.earscirev.2017.12.004) as well a Matlab file (.mat format) that contains vectors for use in the modified section of code.","Hantsoo, Kalev; Gomes, Maya; Brenner, Dana; Cornwell, Jeffrey; Palinkas, Cindy M.; Malkin, Sairah, 2023, ""Data associated with the publication: Trends in estuarine pyrite formation point to an alternative model for Paleozoic pyrite burial"", <a href=""https://doi.org/10.7281/T1/VNFY91"" target=""_blank"">https://doi.org/10.7281/T1/VNFY91</a>, Johns Hopkins Research Data Repository, V1, UNF:6:4SuDlMMOVzNLWTAtw9jaEQ== [fileUNF]","2023-09-15T19:41:39Z","Sedimentary Geobiology Group","Hantsoo, Kalev; Gomes, Maya; Brenner, Dana; Cornwell, Jeffrey; Palinkas, Cindy M.; Malkin, Sairah, 2023, ""Data associated with the publication: Trends in estuarine pyrite formation point to an alternative model for Paleozoic pyrite burial"", https://doi.org/10.7281/T1/VNFY91, Johns Hopkins Research Data Repository, V1, UNF:6:4SuDlMMOVzNLWTAtw9jaEQ== [fileUNF]",36
"147","doi:10.7281/T17P8W98","Gerecht","Data associated with: Endothelial cell responses to micropillar substrates of varying dimensions and stiffness","https://doi.org/10.7281/T17P8W98","Data files associated with seleted figures from the title publication. From the abstract: In the vascular niche, the extracellular matrix (ECM) provides a structural scaffold with a rich ligand landscape of essential matrix proteins that supports the organization and stabilization of endothelial cells (ECs) into functional blood vessels. Many of the physical interactions between ECs and macromolecular components of the ECM occur at both the micron and submicron scale. In addition, the elasticity of the ECM has been shown to be a critical factor in the progress of the angiogenic cascade. Here, we sought to determine the effect of substrate topography and elasticity (stiffness) on EC behavior. Utilizing a unique SiO2 substrate with an array of micropillars, we first demonstrate that micropillars with heights >3 μm significantly decrease EC adhesion and spreading. Fibronectin (Fn) patterning of 1 μm high micropillars enabled EC adhesion onto the micropillars and promoted alignment in a single-cell chain manner. We then developed a robust method to generate a soft micropillar substrate array made of polydimethylsiloxane (PDMS), similar to the SiO2 substrate. Finally, we examined the kinetics of EC adhesion and spreading on the soft PDMS substrates compared to the stiff SiO2 substrates. Culturing cells on the PDMS substrates demonstrated an enhanced EC elongation and alignment when compared to stiff SiO2 with similar topographical features. We conclude that the elongation and alignment of ECs is coregulated by substrate topography and stiffness and can be harnessed to guide vascular organization.","Dickinson, Laura E.; Rand, Dannielle R.; Tsao, Joanna; Eberle, Wolfgang; Gerecht, Sharon, 2013, ""Data associated with: Endothelial cell responses to micropillar substrates of varying dimensions and stiffness"", <a href=""https://doi.org/10.7281/T17P8W98"" target=""_blank"">https://doi.org/10.7281/T17P8W98</a>, Johns Hopkins Research Data Repository, V3","2015-08-25T00:00:00Z","Dr. Sharon Gerecht Lab","Dickinson, Laura E.; Rand, Dannielle R.; Tsao, Joanna; Eberle, Wolfgang; Gerecht, Sharon, 2013, ""Data associated with: Endothelial cell responses to micropillar substrates of varying dimensions and stiffness"", https://doi.org/10.7281/T17P8W98, Johns Hopkins Research Data Repository, V3",52
"148","doi:10.7281/T1H41PBJ","Gerecht","Data associated with: Functional surfaces for high-resolution analysis of cancer cell interactions on exogenous hyaluronic acid","https://doi.org/10.7281/T1H41PBJ","Datasets, imagery, and supplementary files associated primarily with selected figures from the title publication. From the abstract: Hyaluronic acid, a nonsulfated, linear glycosaminoglycan, is ubiquitously distributed in the extracellular matrix and is known to facilitate tumor progression by enhancing invasion, growth, and angiogenesis. Native HA has been attached to substrates to create patterned surfaces resistant to cell adhesion, and has been utilized in a variety of cell adhesion studies using either non covalently bound layers patterned by soft lithography or related methods. We use a new approach to study cell interactions with HA-presenting regions, by covalently linking HA adjacent to PEG-ylated regions, which resist cell adhesion. Colon and breast cancer cells seeded on the patterned HA surfaces adhere preferentially on HA-presenting regions and proliferate there. Furthermore, we demonstrate that cell adhesion is inhibited with the blocking of HA receptor, CD44, and that cellular adhesive processes, through protrusions spreading onto the HA surface, enhance spreading and movement outside the HA-presenting regions. Overall, this approach allows high-resolution analysis of cancer cell attachment, growth, and migration on exogenous native HA.","Dickinson, Laura E.; Ho, Chia Chi; Wang, Geoffrey, M.; Stebe, Kathleen J.; Gerecht, Sharon, 2013, ""Data associated with: Functional surfaces for high-resolution analysis of cancer cell interactions on exogenous hyaluronic acid"", <a href=""https://doi.org/10.7281/T1H41PBJ"" target=""_blank"">https://doi.org/10.7281/T1H41PBJ</a>, Johns Hopkins Research Data Repository, V3","2015-08-25T00:00:00Z","Dr. Sharon Gerecht Lab","Dickinson, Laura E.; Ho, Chia Chi; Wang, Geoffrey, M.; Stebe, Kathleen J.; Gerecht, Sharon, 2013, ""Data associated with: Functional surfaces for high-resolution analysis of cancer cell interactions on exogenous hyaluronic acid"", https://doi.org/10.7281/T1H41PBJ, Johns Hopkins Research Data Repository, V3",33
"149","doi:10.7281/T1/C6MCOX","LIMBS","Data and software associated with publication ""Sensory Cues Modulate Smooth Pursuit and Active Sensing Movements""","https://doi.org/10.7281/T1/C6MCOX","This project includes data from experiments conducted with weakly electric fish Eigenmannia virescens while tracking a moving refuge. In this project we studied how the sensory cues in the environment modulate the smooth pursuit and active sensing movements of Eigenmannia. To examine this, we altered the visual and electrosensory cues for refuge tracking and measured the fore-aft movements of the fish. Specifically, we altered the length and structure of the refuge and performed experiments with light and in complete darkness. The data were collected in the LIMBS laboratory at JHU. The project includes raw data files for each experiment conducted with the fish, processed data files, and MATLAB scripts for data analysis and reproduction of the result figures of Uyanik and Stamper et al., Frontiers in Behavioral Neuroscience (Special Issue on Active Sensing), 2019.","Uyanik, Ismail; Stamper, Sarah A.; Cowan, Noah J.; Fortune, Eric S., 2019, ""Data and software associated with publication &quot;Sensory Cues Modulate Smooth Pursuit and Active Sensing Movements&quot;"", <a href=""https://doi.org/10.7281/T1/C6MCOX"" target=""_blank"">https://doi.org/10.7281/T1/C6MCOX</a>, Johns Hopkins Research Data Repository, V1","2019-04-29T15:12:30Z","JHU LIMBS Laboratory Data Archive","Uyanik, Ismail; Stamper, Sarah A.; Cowan, Noah J.; Fortune, Eric S., 2019, ""Data and software associated with publication ""Sensory Cues Modulate Smooth Pursuit and Active Sensing Movements"""", https://doi.org/10.7281/T1/C6MCOX, Johns Hopkins Research Data Repository, V1",439
"150","doi:10.7281/T1F769G3","IIP","Data associated with the Real-Time Monitoring of Under-Five Mortality (RMM) project","https://doi.org/10.7281/T1F769G3","The Real-Time Monitoring of Under-Five Mortality (RMM) project aimed to develop and test methods for producing estimates of child mortality for recent periods of one year or less. Three broad approaches were assessed: 1) community-based reporting of vital events; 2) calibration of facility data to represent deaths in the population; and 3) rapid survey methods. Between 2008 and 2013, we applied and rigorously evaluated at least two of these approaches in each of five countries in sub-Saharan Africa: Ethiopia, Ghana, Malawi, Mali, and Niger. The RMM project has generated an important body of evidence that can inform efforts to strengthen civil registration and vital statistics systems in low-income countries.","Bryce, Jennifer; Amouzou, Agbessi; Black, Robert E.; Brady, Eoghan; Hazel, Elizabeth; Hill, Kenneth; Humes, Michael; Jones, Gareth; Joos, Olga; Koffi, Alain; Munos, Melinda; Park, Lois A.; Wilson, Emily; Kidanu, Aklilu; Arhinful, Daniel; Mleme, Tiope; Sangho, Hamadou; Habi, Oumarou, 2015, ""Data associated with the Real-Time Monitoring of Under-Five Mortality (RMM) project"", <a href=""https://doi.org/10.7281/T1F769G3"" target=""_blank"">https://doi.org/10.7281/T1F769G3</a>, Johns Hopkins Research Data Repository, V6","2023-03-16T15:12:56Z","Institute for International Programs (IIP)","Bryce, Jennifer; Amouzou, Agbessi; Black, Robert E.; Brady, Eoghan; Hazel, Elizabeth; Hill, Kenneth; Humes, Michael; Jones, Gareth; Joos, Olga; Koffi, Alain; Munos, Melinda; Park, Lois A.; Wilson, Emily; Kidanu, Aklilu; Arhinful, Daniel; Mleme, Tiope; Sangho, Hamadou; Habi, Oumarou, 2015, ""Data associated with the Real-Time Monitoring of Under-Five Mortality (RMM) project"", https://doi.org/10.7281/T1F769G3, Johns Hopkins Research Data Repository, V6",78
"151","doi:10.7281/T1/IFSXNV","root","Data and code associated with the publication: Automatic Annotation of Hip Anatomy in Fluoroscopy for Robust and Efficient 2D/3D Registration","https://doi.org/10.7281/T1/IFSXNV","This collection contains data and code associated with the IPCAI/IJCARS 2020 paper “Automatic Annotation of Hip Anatomy in Fluoroscopy for Robust and Efficient 2D/3D Registration.” The data hosted here consists of annotated datasets of actual hip fluoroscopy, CT and derived data from six lower torso cadaveric specimens. Documentation and examples for using the dataset and Python code for training and testing the proposed models are also included. Higher-level information, including clinical motivations, prior works, algorithmic details, applications to 2D/3D registration, and experimental details, may be found in the companion paper which is available at https://arxiv.org/abs/1911.07042 or https://doi.org/10.1007/s11548-020-02162-7. We hope that this code and data will be useful in the development of new computer-assisted capabilities that leverage fluoroscopy.","Grupp, Robert; Unberath, Mathias; Gao, Cong; Hegeman, Rachel; Murphy, Ryan; Alexander, Clayton; Otake, Yoshito; McArthur, Benjamin; Armand, Mehran; Taylor, Russell, 2020, ""Data and code associated with the publication: Automatic Annotation of Hip Anatomy in Fluoroscopy for Robust and Efficient 2D/3D Registration"", <a href=""https://doi.org/10.7281/T1/IFSXNV"" target=""_blank"">https://doi.org/10.7281/T1/IFSXNV</a>, Johns Hopkins Research Data Repository, V1","2020-10-15T12:47:22Z","Johns Hopkins Research Data Repository","Grupp, Robert; Unberath, Mathias; Gao, Cong; Hegeman, Rachel; Murphy, Ryan; Alexander, Clayton; Otake, Yoshito; McArthur, Benjamin; Armand, Mehran; Taylor, Russell, 2020, ""Data and code associated with the publication: Automatic Annotation of Hip Anatomy in Fluoroscopy for Robust and Efficient 2D/3D Registration"", https://doi.org/10.7281/T1/IFSXNV, Johns Hopkins Research Data Repository, V1",2153
"152","doi:10.7281/T1/0EYOMQ","root","Data associated with the publication: Remote sensing-based vegetation and soil moisture constraints reduce irrigation estimation uncertainty","https://doi.org/10.7281/T1/0EYOMQ","The datasets include processed monthly ALEXI evapotranspiration (ET) product, the Kullback-Leibler Divergence metrics for surface soil moisture, and monthly output of simulations performed with the Noah-Multiparameterization Land Surface Model v4.0.1 within NASA Land Information System. The simulations are conducted for the period of 2018 at 0.125° spatial resolution forced by the North America Land Data Assimilation System-Phase 2 (NLDAS-2) meteorological forcing fields. Data is provided in NETCDF format including monthly irrigation water amount, greenness vegetation fraction, and ET.","Nie, Wanshu; Kumar, Sujay V.; Bindlish, Rajat; Liu, Pang-Wei; Wang, Shugong, 2022, ""Data associated with the publication: Remote sensing-based vegetation and soil moisture constraints reduce irrigation estimation uncertainty"", <a href=""https://doi.org/10.7281/T1/0EYOMQ"" target=""_blank"">https://doi.org/10.7281/T1/0EYOMQ</a>, Johns Hopkins Research Data Repository, V1","2022-03-09T21:15:29Z","Johns Hopkins Research Data Repository","Nie, Wanshu; Kumar, Sujay V.; Bindlish, Rajat; Liu, Pang-Wei; Wang, Shugong, 2022, ""Data associated with the publication: Remote sensing-based vegetation and soil moisture constraints reduce irrigation estimation uncertainty"", https://doi.org/10.7281/T1/0EYOMQ, Johns Hopkins Research Data Repository, V1",29
"153","doi:10.7281/T1/L4QB1Z","HKatz_NSF","Data associated with the publication: The behavior of carboxylated and hydroxylated polythiophene as bioreceptor layer: anti-human IgG and human IgG interaction detection based on organic electrochemical transistors","https://doi.org/10.7281/T1/L4QB1Z","The data consists of graphs and spreadsheets showing the device responses for different combinations of receptor polymers with anti-IGG receptor in electrochemical transistors. The data are organized according to the manuscript figures that they support. The files are the sources of data used to construct the plots that report the observations and trends in the manuscript.","Song, Yunjia; Wagner, Justine; Katz, Howard E., 2022, ""Data associated with the publication: The behavior of carboxylated and hydroxylated polythiophene as bioreceptor layer: anti-human IgG and human IgG interaction detection based on organic electrochemical transistors"", <a href=""https://doi.org/10.7281/T1/L4QB1Z"" target=""_blank"">https://doi.org/10.7281/T1/L4QB1Z</a>, Johns Hopkins Research Data Repository, V1","2022-04-19T19:15:56Z","Dr. Howard Katz NSF-supported projects","Song, Yunjia; Wagner, Justine; Katz, Howard E., 2022, ""Data associated with the publication: The behavior of carboxylated and hydroxylated polythiophene as bioreceptor layer: anti-human IgG and human IgG interaction detection based on organic electrochemical transistors"", https://doi.org/10.7281/T1/L4QB1Z, Johns Hopkins Research Data Repository, V1",16
"154","doi:10.7281/T1/OOMZS7","root","Data associated with the publication: Using neural networks to uncover the relationship between highly variable behavior and EEG during a working memory task with distractors.","https://doi.org/10.7281/T1/OOMZS7","The dataset contains all the data used in the paper “Using Neural Networks to Uncover the Relationship between Highly Variable Behavior and EEG during a Working Memory Task with Distractors”. Specifically, it includes, for 16 participants, the time-locked raw EEG data for the 540 trials and the corresponding raw reaction time.","Beauchene, Christine; Men, Silu; Hinault, Thomas; Courtney, Susan M.; Sarma, Sridevi V., 2022, ""Data associated with the publication: Using neural networks to uncover the relationship between highly variable behavior and EEG during a working memory task with distractors."", <a href=""https://doi.org/10.7281/T1/OOMZS7"" target=""_blank"">https://doi.org/10.7281/T1/OOMZS7</a>, Johns Hopkins Research Data Repository, V1","2022-06-06T13:59:37Z","Johns Hopkins Research Data Repository","Beauchene, Christine; Men, Silu; Hinault, Thomas; Courtney, Susan M.; Sarma, Sridevi V., 2022, ""Data associated with the publication: Using neural networks to uncover the relationship between highly variable behavior and EEG during a working memory task with distractors."", https://doi.org/10.7281/T1/OOMZS7, Johns Hopkins Research Data Repository, V1",44
"155","doi:10.7281/T1/LQMJJM","root","Data associated with the publication: T cell immune deficiency rather than chromosome instability predisposes patients with short telomere syndromes to squamous cancers","https://doi.org/10.7281/T1/LQMJJM","Single nucleotide variants that passed quality control criteria and generated by Muteck2 from 8 tumors sequenced by whole genome sequencing at mean 72x coverage.","Schratz, Kristen E.; Armanios, Mary, 2023, ""Data associated with the publication: T cell immune deficiency rather than chromosome instability predisposes patients with short telomere syndromes to squamous cancers"", <a href=""https://doi.org/10.7281/T1/LQMJJM"" target=""_blank"">https://doi.org/10.7281/T1/LQMJJM</a>, Johns Hopkins Research Data Repository, V1, UNF:6:U6BaJQ/Ku6m6EvatyIXz6Q== [fileUNF]","2023-01-30T20:24:14Z","Johns Hopkins Research Data Repository","Schratz, Kristen E.; Armanios, Mary, 2023, ""Data associated with the publication: T cell immune deficiency rather than chromosome instability predisposes patients with short telomere syndromes to squamous cancers"", https://doi.org/10.7281/T1/LQMJJM, Johns Hopkins Research Data Repository, V1, UNF:6:U6BaJQ/Ku6m6EvatyIXz6Q== [fileUNF]",69
"156","doi:10.7281/T1/0L0OA0","root","Data associated with: Toward accurate cerebral blood flow estimation in mice after accounting for anesthesia","https://doi.org/10.7281/T1/0L0OA0","The deposited data contains the dataset of an MRI study focusing at correcting the anesthetic effects of isoflurane on CBF measurements in mice. Major data are the original MRI data generated by the Bruker Biospec 11.7T MRI system with other data generated from the processing of the original data using the MATLAB.","Wei, Zhiliang; Li, Yuguo; Bibic, Adnan; Duan, Wenzhen; Xu, Jiadi; Lu, Hanzhang, 2023, ""Data associated with: Toward accurate cerebral blood flow estimation in mice after accounting for anesthesia"", <a href=""https://doi.org/10.7281/T1/0L0OA0"" target=""_blank"">https://doi.org/10.7281/T1/0L0OA0</a>, Johns Hopkins Research Data Repository, V1","2023-05-08T22:56:03Z","Johns Hopkins Research Data Repository","Wei, Zhiliang; Li, Yuguo; Bibic, Adnan; Duan, Wenzhen; Xu, Jiadi; Lu, Hanzhang, 2023, ""Data associated with: Toward accurate cerebral blood flow estimation in mice after accounting for anesthesia"", https://doi.org/10.7281/T1/0L0OA0, Johns Hopkins Research Data Repository, V1",14
"157","doi:10.7281/T1/PIVKJ7","root","Data associated with the publication: Internal states as a source of subject-dependent movement variability are represented by large-scale brain networks.","https://doi.org/10.7281/T1/PIVKJ7","This repository contains the data and scripts used to generate the plots for the publication “Internal states as a source of subject-dependent movement variability and their representation by large-scale networks in the human brain.” It contains 6 folders. _data contains neural and behavioral data at various stages of processing as .mat files. _figures is where the figures will be saved after running the scripts saved as a .pdf. _library contains scripts downloaded from MATLAB’s File Exchange used for generating the figures. _scripts contains custom MATLAB scripts .m files used to generate the figures. Run MAIN.m to generate figures. Scripts and functions were created using MATLAB_R2021b. _table contains tables used for generating figures. It contains excel files and .txt files. _toolboxes contains the version of the open-source software used to generate the figures. The intended use of this code is to generate the figures for the publication from the processed data.","Breault, Macauley S.; Sacr&eacute;, Pierre; Fitzgerald, Zachary B.; Gale, John T.; Cullen, Kathleen E.; Gonzalez-Martinez, Jorge A.; Sarma, Sridevi V., 2023, ""Data associated with the publication: Internal states as a source of subject-dependent movement variability are represented by large-scale brain networks."", <a href=""https://doi.org/10.7281/T1/PIVKJ7"" target=""_blank"">https://doi.org/10.7281/T1/PIVKJ7</a>, Johns Hopkins Research Data Repository, V1","2023-11-16T15:58:05Z","Johns Hopkins Research Data Repository","Breault, Macauley S.; Sacré, Pierre; Fitzgerald, Zachary B.; Gale, John T.; Cullen, Kathleen E.; Gonzalez-Martinez, Jorge A.; Sarma, Sridevi V., 2023, ""Data associated with the publication: Internal states as a source of subject-dependent movement variability are represented by large-scale brain networks."", https://doi.org/10.7281/T1/PIVKJ7, Johns Hopkins Research Data Repository, V1",7
"158","doi:10.7281/T1/UIJLZO","HKatz_NSF","Data associated with the publication: Selective detection of functionalized carbon particles based on polymer semiconducting and conducting devices as potential particulate matter sensors","https://doi.org/10.7281/T1/UIJLZO","This file contains original instrument data for differential scanning calorimetry, gel permeation chromatography, transistor parameters, electron microscopy, and x-ray diffraction. Files with .rar extension can be read with 7-zip.","Song, Yunjia; Chen, Nan; Jiang, Qifeng; Mukhopadhyay, Tushita; Wondmagegn, Wudyalew; Klausen, Rebekka S.; Katz, Howard E., 2024, ""Data associated with the publication: Selective detection of functionalized carbon particles based on polymer semiconducting and conducting devices as potential particulate matter sensors"", <a href=""https://doi.org/10.7281/T1/UIJLZO"" target=""_blank"">https://doi.org/10.7281/T1/UIJLZO</a>, Johns Hopkins Research Data Repository, V1","2024-02-27T14:26:57Z","Dr. Howard Katz NSF-supported projects","Song, Yunjia; Chen, Nan; Jiang, Qifeng; Mukhopadhyay, Tushita; Wondmagegn, Wudyalew; Klausen, Rebekka S.; Katz, Howard E., 2024, ""Data associated with the publication: Selective detection of functionalized carbon particles based on polymer semiconducting and conducting devices as potential particulate matter sensors"", https://doi.org/10.7281/T1/UIJLZO, Johns Hopkins Research Data Repository, V1",12
"159","doi:10.7281/T1RN35S8","Gerecht","Data associated with: Controlled activation of morphogenesis to generate a functional human microvasculature in a synthetic matrix","https://doi.org/10.7281/T1RN35S8","Understanding the role of the extracellular matrix (ECM) in vascular morphogenesis has been possible using natural ECMs as in vitro models to study the underlying molecular mechanisms. However, little is known about vascular morphogenesis in synthetic matrices where properties can be tuned toward both the basic understanding of tubulogenesis in modular environments and as a clinically relevant alternative to natural materials for regenerative medicine. We investigated synthetic, tunable hyaluronic acid (HA) hydrogels and determined both the adhesion and degradation parameters that enable human endothelial colony-forming cells (ECFCs) to form efficient vascular networks. Entrapped ECFCs underwent tubulogenesis dependent on the cellular interactions with the HA hydrogel during each stage of vascular morphogenesis. Vacuole and lumen formed through integrins α5β1 and αVβ3, while branching and sprouting were enabled by HA hydrogel degradation. Vascular networks formed within HA hydrogels containing ECFCs anastomosed with the host's circulation and supported blood flow in the hydrogel after transplantation. Collectively, we show that the signaling pathways of vascular morphogenesis of ECFCs can be precisely regulated in a synthetic matrix, resulting in a functional microvasculature useful for the study of 3-dimensional vascular biology and toward a range of vascular disorders and approaches in tissue regeneration. The zipped files found under ""Data & Analysis"" are organized by figures in the publication.","Hanjaya-Putra, Donny; Bose, Vivek; Shen, Yu-I; Yee, Jane; Khetan, Sudhir; Fox-Talbot, Karen; Steenbergen, Charles; Burdick, Jason A.; Gerecht, Sharon, 2013, ""Data associated with: Controlled activation of morphogenesis to generate a functional human microvasculature in a synthetic matrix"", <a href=""https://doi.org/10.7281/T1RN35S8"" target=""_blank"">https://doi.org/10.7281/T1RN35S8</a>, Johns Hopkins Research Data Repository, V3","2015-08-25T00:00:00Z","Dr. Sharon Gerecht Lab","Hanjaya-Putra, Donny; Bose, Vivek; Shen, Yu-I; Yee, Jane; Khetan, Sudhir; Fox-Talbot, Karen; Steenbergen, Charles; Burdick, Jason A.; Gerecht, Sharon, 2013, ""Data associated with: Controlled activation of morphogenesis to generate a functional human microvasculature in a synthetic matrix"", https://doi.org/10.7281/T1RN35S8, Johns Hopkins Research Data Repository, V3",26
"160","doi:10.7281/T1057CVH","Bevan_Multi-Scale_Meta-Material_Assembly_Processes","Data associated with: Controlling Colloidal Particles with Electric Fields","https://doi.org/10.7281/T1057CVH","In this instructional review, we discuss how to control individual colloids and ensembles of colloids using electric fields. We provide background on the electrokinetic transport mechanisms and kT-scale equilibrium colloidal interactions that enable such control. We also describe the experimental configurations, microscopy methods, image analyses, and material systems for which these mechanisms have been successfully employed. Methods are presented for creating various structures including colloidal chains, quasi-2D colloidal crystals, and 3D colloidal crystals. We also describe electric-field-mediated feedback control of the colloidal crystal size as well as colloidal crystal assembly and disassembly. Finally, we discuss future extensions of these methods that aim to incorporate accurate colloidal crystallization dynamic models into electric-field-mediated feedback control to allow rapid assembly, disassembly, and repair of defect-free colloidal structures.","Edwards, Tara D.; Bevan, Michael A., 2014, ""Data associated with: Controlling Colloidal Particles with Electric Fields"", <a href=""https://doi.org/10.7281/T1057CVH"" target=""_blank"">https://doi.org/10.7281/T1057CVH</a>, Johns Hopkins Research Data Repository, V5","2015-08-25T00:00:00Z","Cyber-Enabled Discovery and Innovation-Type II: First-Principles Based Control of Multi-Scale Meta-Material Assembly Processes","Edwards, Tara D.; Bevan, Michael A., 2014, ""Data associated with: Controlling Colloidal Particles with Electric Fields"", https://doi.org/10.7281/T1057CVH, Johns Hopkins Research Data Repository, V5",54
